blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490351130221""","""Salt Lake City, UT""",1.00,2779.00,984.00,279.95,46,56,52,27,34,32,19,22,20,6.55,23.03,2.00,2,2,20201,20004,18918,1,1,1,16848,15879,15100,12843,11914,11353,3985,3945,3731,20,21,16,50,51,41,7.3,3.2,3.51,21704,52,19967,44,6,2021,2190,,92,8
"""490351130222""","""Salt Lake City, UT""",1.00,1847.00,535.00,132.69,40,49,46,21,26,25,19,22,21,7.77,31.34,2.05,2,2,20471,20274,19188,1,1,1,17222,16237,15459,13169,12225,11664,4038,3998,3784,14,14,11,34,35,28,6.9,2.8,4.03,21526,63,20372,44,5,1579,1767,,89,11
"""490351130223""","""Salt Lake City, UT""",1.00,3192.00,766.00,305.23,53,65,62,34,42,40,20,23,21,8.21,20.59,2.14,2,2,20989,20792,19705,1,1,1,17898,16886,16109,13745,12774,12213,4141,4100,3886,12,12,10,30,31,24,4.9,3.6,2.51,21961,94,22418,43,8,2522,2519,2561,92,8
"""490351130231""","""Salt Lake City, UT""",1.00,2455.00,745.00,131.60,41,50,47,23,29,28,18,21,20,6.63,37.55,1.96,2,2,19306,19109,18023,2,2,1,16436,15478,14698,12603,11685,11125,3809,3768,3554,24,24,19,59,61,48,7.7,3.3,5.66,19281,46,17782,44,5,1732,1870,,93,7
"""490351130232""","""Salt Lake City, UT""",1.00,2141.00,480.00,144.31,47,58,54,28,35,33,19,23,21,7.83,26.03,2.08,2,2,20789,20592,19506,1,1,1,17464,16472,15693,13345,12392,11832,4101,4061,3846,18,19,15,45,46,37,5.7,3.2,3.33,19667,86,18956,44,6,2096,2266,,93,8
"""490351130233""","""Salt Lake City, UT""",1.00,2497.00,606.00,287.32,50,61,57,30,37,36,20,24,22,7.79,16.43,2.16,2,2,21074,20877,19791,1,1,1,18059,17041,16264,13890,12912,12351,4157,4117,3903,12,12,10,29,30,24,5.3,3.5,2.11,20801,85,21623,43,8,2225,2251,,99,1
"""490351130241""","""Salt Lake City, UT""",1.00,1941.00,623.00,321.72,54,67,63,35,44,42,19,23,21,7.22,13.98,2.09,2,2,20410,20213,19126,1,1,1,17454,16458,15680,13415,12459,11898,4026,3986,3772,13,13,11,32,33,26,5.6,3.6,1.94,22605,66,26328,43,15,2641,2783,1745,86,14
"""490351130242""","""Salt Lake City, UT""",1.00,3302.00,787.00,579.82,56,68,64,35,44,42,21,24,22,8.29,11.25,2.23,2,2,21555,21358,20271,1,1,1,18601,17562,16784,14338,13339,12778,4252,4212,3997,11,11,9,27,27,22,3.5,3.9,1.36,20896,100,27626,43,16,2634,2634,,100,0
"""490351130251""","""Salt Lake City, UT""",1.00,2348.00,675.00,328.11,60,74,70,40,50,48,20,24,22,7.71,15.86,2.21,2,2,21385,21188,20102,1,1,1,18400,17369,16592,14171,13179,12619,4219,4178,3964,11,12,9,28,29,23,4.1,3.8,2.06,21170,100,25425,43,10,3003,3003,,100,0
"""490351130252""","""Salt Lake City, UT""",1.00,2481.00,1035.00,227.25,39,47,44,23,29,28,16,18,17,5.86,26.67,1.65,2,2,17846,17649,16563,1,1,1,14136,13272,12493,10596,9772,9211,3521,3480,3266,20,20,16,48,50,39,8.6,3.8,4.55,21344,2,23968,43,6,1742,1731,1747,32,68
"""490351131011""","""Salt Lake City, UT""",1.00,1256.00,309.00,155.45,41,49,46,20,25,24,20,24,22,8.66,17.21,2.19,2,2,21846,21649,20563,1,1,1,18372,17346,16569,14053,13067,12507,4310,4269,4055,10,10,8,22,23,18,4.1,2.3,1.99,21507,100,23160,46,10,1526,1715,,89,11
"""490351131012""","""Salt Lake City, UT""",1.00,955.00,314.00,598.18,42,51,48,23,29,28,19,23,21,7.79,4.09,2.07,2,2,20160,19963,18876,2,2,2,17291,16301,15520,13285,12335,11775,3977,3937,3722,29,30,23,67,69,55,3.8,2.7,0.52,21959,79,25801,45,31,1728,1897,1372,68,32
"""490351131013""","""Salt Lake City, UT""",1.00,3000.00,883.00,259.21,40,48,45,21,26,25,19,22,20,7.19,24.48,2.04,2,2,19279,19082,17995,3,3,3,16930,15950,15167,13092,12151,11590,3803,3763,3549,35,36,28,81,83,66,6.6,3.0,3.41,22932,59,29115,44,10,1572,1569,1613,93,7
"""490351131021""","""Salt Lake City, UT""",1.00,2422.00,742.00,209.10,47,58,55,27,34,33,20,24,22,7.85,27.85,2.16,2,2,21062,20865,19778,2,2,2,18083,17065,16285,13902,12923,12363,4155,4114,3900,27,27,22,62,64,51,4.1,2.5,3.55,21055,100,24393,45,10,2061,2098,,98,2
"""490351131022""","""Salt Lake City, UT""",1.00,1233.00,397.00,414.04,42,51,48,22,27,26,20,24,22,7.33,7.03,2.20,2,2,20790,20593,19507,3,3,2,18234,17206,16424,14101,13113,12552,4101,4061,3847,31,32,26,74,76,60,3.9,3.2,0.96,22886,100,27890,44,13,1624,1624,,100,0
"""490351131051""","""Salt Lake City, UT""",1.00,1017.00,325.00,23970.74,40,49,46,18,23,22,22,26,24,9.00,0.12,2.32,2,2,25433,25236,24149,0,0,0,19908,18843,18067,14886,13862,13301,5017,4976,4762,5,5,4,11,12,9,0.8,1.2,0.01,4131,67,5076,45,557,1374,1379,1366,62,38
"""490351131052""","""Salt Lake City, UT""",1.00,5188.00,1245.00,1093.11,51,62,59,29,37,35,22,26,24,9.19,10.46,2.29,2,2,24536,24339,23252,0,0,0,19578,18520,17743,14732,13714,13154,4840,4800,4585,6,6,5,13,14,11,3.1,1.2,1.14,8726,88,9293,46,25,2209,2305,,96,4
"""490351131053""","""Salt Lake City, UT""",1.00,1839.00,612.00,11462.60,55,67,63,31,39,37,24,28,26,9.31,0.50,2.50,2,2,27063,26866,25780,0,0,0,21389,20269,19493,16046,14967,14406,5339,5298,5084,4,4,4,10,10,8,0.1,1.2,0.05,4717,100,5514,45,409,2332,2379,,98,2
"""490351131081""","""Salt Lake City, UT""",1.00,2193.00,682.00,282.12,48,58,55,27,34,33,20,24,22,7.61,18.40,2.21,2,2,21624,21427,20340,1,1,1,18467,17435,16657,14188,13196,12635,4266,4225,4011,14,15,11,33,34,27,5.2,1.4,2.42,19138,82,19573,47,9,2042,2042,,100,0
"""490351131082""","""Salt Lake City, UT""",1.00,1622.00,445.00,172.14,43,52,49,23,29,28,20,24,22,8.64,22.33,2.14,2,2,21427,21230,20143,2,2,2,17988,16977,16198,13739,12768,12207,4227,4186,3972,22,23,18,51,53,42,4.2,1.6,2.59,19879,100,21370,46,9,1744,2000,,87,13
"""490351131091""","""Salt Lake City, UT""",1.00,1423.00,352.00,161.95,42,51,48,22,27,26,20,24,22,7.81,16.97,2.19,2,2,21348,21151,20065,1,1,1,18254,17229,16452,14034,13049,12488,4211,4171,3957,8,9,7,20,20,16,4.4,3.9,2.17,18295,100,20175,43,9,1633,1671,,98,2
"""490351131101""","""Salt Lake City, UT""",1.00,3230.00,709.00,166.75,42,51,48,21,27,26,20,24,22,8.78,37.32,2.18,2,2,22402,22205,21119,1,1,1,18405,17382,16606,13978,12995,12435,4419,4379,4165,8,8,6,18,19,15,4.2,2.5,4.25,14736,100,13592,44,9,1602,1747,,92,8
"""490351131102""","""Salt Lake City, UT""",1.00,2388.00,569.00,219.83,46,57,53,26,32,31,21,25,23,8.87,22.96,2.22,2,2,22929,22732,21646,1,1,1,18759,17724,16948,14228,13234,12673,4523,4483,4269,7,8,6,17,18,14,4.3,2.0,2.59,13682,92,12130,45,10,1925,1977,,97,3
"""490351131111""","""Salt Lake City, UT""",1.00,3128.00,767.00,252.31,46,56,53,26,32,31,20,24,22,7.83,23.82,2.19,2,2,22214,22017,20931,1,1,1,18484,17456,16679,14094,13106,12545,4382,4342,4128,8,8,6,18,19,15,4.7,2.5,3.04,16233,100,14710,44,6,1934,1970,,98,2
"""490351131112""","""Salt Lake City, UT""",1.00,1411.00,460.00,212.71,42,51,48,23,29,28,19,22,20,7.82,16.91,2.00,2,2,21005,20808,19722,1,1,1,17012,16042,15265,12860,11930,11369,4144,4103,3889,9,9,7,21,22,17,7.0,2.1,2.16,15907,50,13956,45,8,1733,1730,1740,73,27
"""490351131121""","""Salt Lake City, UT""",1.00,452.00,140.00,191.97,48,58,55,26,33,32,22,26,23,9.61,7.01,2.30,2,2,23990,23793,22707,1,1,1,19484,18426,17649,14745,13727,13166,4733,4692,4478,6,7,5,15,15,12,3.4,1.4,0.73,12343,94,11001,46,17,1975,1975,,100,0
"""490351131122""","""Salt Lake City, UT""",1.00,4118.00,947.00,438.86,51,62,58,29,36,35,21,25,23,8.74,18.85,2.27,2,2,23866,23669,22583,1,1,1,19291,18240,17464,14576,13566,13005,4708,4667,4453,7,7,5,16,16,13,3.0,1.5,2.16,13338,100,12042,46,19,2196,2283,,96,4
"""490351131131""","""Salt Lake City, UT""",1.00,3913.00,1195.00,524.20,43,52,49,25,32,30,17,21,19,6.81,15.53,1.86,2,2,19314,19117,18030,1,1,1,15789,14861,14084,11968,11080,10519,3810,3770,3555,11,11,9,26,26,21,7.3,4.0,2.28,17302,27,18743,42,17,1900,2024,1745,56,44
"""490351131132""","""Salt Lake City, UT""",1.00,6924.00,2049.00,694.23,44,54,50,25,32,30,19,22,20,7.64,22.54,1.98,2,2,20442,20245,19159,1,1,1,16768,15804,15027,12725,11802,11241,4033,3992,3778,10,10,8,22,23,18,7.2,2.4,2.95,17521,47,15897,45,8,1905,1942,1799,74,26
"""490351131141""","""Salt Lake City, UT""",1.00,5159.00,1099.00,661.57,53,65,61,32,40,38,21,25,23,8.56,14.21,2.25,2,2,22953,22756,21670,1,1,1,19003,17957,17181,14468,13463,12902,4528,4487,4273,7,7,6,16,17,13,3.7,1.9,1.66,15282,91,13851,45,20,2388,2430,,98,2
"""490351131142""","""Salt Lake City, UT""",1.00,4712.00,1965.00,967.77,41,50,47,23,29,28,17,20,19,6.19,12.58,1.82,2,2,20176,19979,18892,1,1,1,15681,14766,13988,11685,10810,10250,3980,3940,3726,15,16,12,35,36,29,7.2,2.0,2.03,15695,24,14273,45,22,1760,2278,1404,41,59
"""490351133071""","""Salt Lake City, UT""",1.00,1468.00,362.00,86.18,36,43,41,19,24,23,17,20,18,6.16,25.86,1.83,2,2,16613,16416,15330,3,3,3,15091,14173,13389,11769,10890,10329,3277,3237,3023,45,46,37,112,115,91,8.5,5.4,4.20,23277,23,64056,43,5,1436,1688,490,79,21
"""490351133072""","""Salt Lake City, UT""",1.00,1910.00,524.00,160.86,37,44,42,19,24,23,17,20,19,6.68,21.76,1.91,2,2,17129,16932,15845,2,3,2,15694,14752,13969,12276,11374,10813,3379,3339,3125,39,40,31,96,98,78,6.7,5.2,3.26,22932,74,65344,43,7,1446,1408,1500,58,42
"""490351133073""","""Salt Lake City, UT""",1.00,2423.00,687.00,166.60,37,44,42,19,23,22,18,21,19,6.80,28.03,1.99,2,2,17990,17793,16707,2,2,2,16383,15416,14634,12800,11873,11312,3549,3509,3295,34,35,28,84,86,68,7.9,4.9,4.12,22287,29,59241,44,12,1393,1426,977,93,7
"""490351133081""","""Salt Lake City, UT""",1.00,1616.00,438.00,84.99,35,42,40,19,23,22,16,19,17,6.40,32.98,1.78,2,2,16179,15982,14895,4,4,4,14707,13805,13017,11455,10591,10030,3192,3152,2937,60,62,49,149,154,122,7.4,5.5,5.15,26053,46,58056,43,14,1404,1573,1290,40,60
"""490351133082""","""Salt Lake City, UT""",1.00,1438.00,425.00,160.77,37,45,42,18,23,22,18,21,20,6.10,16.13,2.01,2,2,17789,17592,16505,3,4,3,16447,15477,14691,12884,11953,11392,3509,3469,3255,54,56,44,134,138,110,6.1,5.5,2.64,25420,88,55056,43,7,1392,1450,1183,78,22
"""490351133083""","""Salt Lake City, UT""",1.00,2462.00,709.00,161.16,32,39,36,16,20,19,16,19,17,5.96,26.23,1.77,2,2,16487,16290,15204,4,4,4,14701,13802,13013,11380,10520,9959,3253,3212,2998,68,70,56,169,174,138,7.5,4.9,4.40,24623,39,48952,43,13,1201,1447,1040,39,61
"""490351133091""","""Salt Lake City, UT""",1.00,2396.00,717.00,160.65,34,42,39,18,22,21,16,19,17,5.67,25.30,1.78,2,2,16420,16223,15137,5,5,5,14773,13871,13079,11457,10592,10032,3239,3199,2985,77,79,63,190,196,156,7.3,5.1,4.46,26341,46,44859,43,12,1346,1807,1039,40,60
"""490351133092""","""Salt Lake City, UT""",1.00,1048.00,327.00,160.61,40,49,46,21,26,25,19,23,21,7.04,14.34,2.10,2,2,18696,18499,17413,3,3,3,17254,16255,15469,13513,12553,11992,3688,3648,3434,53,54,43,131,135,107,5.2,5.3,2.04,28115,92,41686,42,11,1586,1678,,94,6
"""490351133093""","""Salt Lake City, UT""",1.00,1686.00,511.00,140.24,42,51,48,23,29,28,18,21,20,6.65,24.22,2.00,2,2,17763,17566,16480,4,4,4,16430,15462,14674,12867,11937,11376,3504,3464,3250,59,61,48,147,151,120,6.3,5.4,3.64,28726,80,44490,42,9,1768,1851,1367,83,17
"""490351133101""","""Salt Lake City, UT""",1.00,498.00,207.00,210.03,34,42,39,16,20,19,19,22,20,5.79,5.70,2.04,2,2,17919,17722,16636,4,4,4,16708,15728,14941,13117,12175,11614,3535,3495,3281,56,58,46,140,144,115,6.0,5.7,0.99,28427,76,50236,42,16,1191,1417,,84,16
"""490351133102""","""Salt Lake City, UT""",1.00,1251.00,517.00,82.10,34,41,38,19,24,23,15,17,15,4.65,29.28,1.58,2,1,15176,14979,13893,7,7,7,13258,12418,11621,10159,9356,8795,2994,2954,2740,105,108,86,261,269,214,8.5,5.5,6.30,27209,8,49698,43,12,1420,1081,1486,16,84
"""490351133103""","""Salt Lake City, UT""",1.00,1044.00,333.00,90.78,40,49,46,22,28,27,18,21,19,6.18,22.66,1.99,2,2,17751,17554,16467,4,4,4,16338,15374,14585,12769,11844,11283,3502,3462,3247,67,69,55,166,171,136,5.7,5.5,3.67,27954,86,47266,42,11,1665,1768,1375,74,26
"""490351133111""","""Salt Lake City, UT""",1.00,2548.00,856.00,397.85,34,41,39,18,22,21,16,19,17,5.56,11.95,1.78,2,2,16324,16127,15040,4,4,3,14721,13818,13032,11446,10582,10021,3220,3180,2966,55,56,45,136,140,111,7.9,5.8,2.15,21374,27,65120,43,15,1328,1380,1285,45,55
"""490351133112""","""Salt Lake City, UT""",1.00,1335.00,565.00,529.25,31,38,35,14,17,17,18,21,19,4.80,5.12,1.94,2,2,17187,16990,15903,3,3,3,15876,14928,14141,12433,11523,10963,3390,3350,3136,52,54,43,130,134,106,6.9,5.8,1.07,25285,54,64413,43,21,1034,1062,978,67,33
"""490351133121""","""Salt Lake City, UT""",1.00,1243.00,279.00,133.21,37,45,42,22,28,27,15,18,16,6.69,14.01,1.61,2,1,15827,15630,14543,4,4,4,13537,12686,11898,10351,9539,8978,3122,3082,2868,63,65,51,156,161,127,7.6,5.7,2.09,22704,0,63887,43,67,1663,,1663,0,100
"""490351133122""","""Salt Lake City, UT""",1.00,980.00,359.00,524.16,27,33,30,11,14,14,16,18,17,5.29,3.62,1.70,2,2,16275,16078,14991,4,4,4,14208,13329,12542,10939,10099,9539,3211,3170,2956,58,60,47,144,148,118,8.1,5.7,0.68,21069,4,67946,43,25,847,,1251,32,68
"""490351133123""","""Salt Lake City, UT""",1.00,1001.00,375.00,235.33,33,40,37,15,19,18,18,21,19,5.86,9.34,1.95,2,2,17349,17152,16066,3,4,3,16000,15048,14261,12524,11609,11049,3423,3382,3168,54,56,44,135,139,110,6.3,5.6,1.59,26495,65,59900,43,21,1145,1198,1044,65,35
"""490351133131""","""Salt Lake City, UT""",1.00,729.00,212.00,107.30,44,54,50,26,32,31,18,21,19,6.68,13.19,2.00,2,2,17737,17540,16454,4,4,4,16386,15419,14632,12830,11902,11341,3499,3459,3245,57,58,46,141,145,115,6.0,5.9,1.98,29311,75,50979,42,18,1936,1854,2214,77,23
"""490351133132""","""Salt Lake City, UT""",1.00,1834.00,718.00,45.10,35,42,40,20,25,24,15,17,16,5.12,81.49,1.61,2,1,15452,15255,14169,4,5,4,13455,12605,11816,10338,9526,8965,3048,3008,2794,69,71,56,170,175,139,7.9,5.6,15.92,29299,7,51918,42,45,1501,,1564,4,96
"""490351133133""","""Salt Lake City, UT""",1.00,2149.00,481.00,64.18,27,33,30,11,14,14,16,18,17,6.11,45.76,1.70,2,2,15720,15523,14436,4,4,4,14067,13190,12403,10906,10068,9507,3101,3061,2847,60,61,49,148,153,121,8.0,5.8,7.49,29581,23,51494,42,21,864,,1120,23,77
"""490351133141""","""Salt Lake City, UT""",1.00,1180.00,424.00,159.16,36,43,40,19,24,23,17,20,18,5.91,15.75,1.81,2,2,16868,16671,15585,5,5,5,15016,14107,13316,11612,10741,10180,3328,3288,3073,76,79,62,190,195,155,8.4,5.8,2.66,28323,11,53586,42,16,1421,1493,1185,77,23
"""490351133142""","""Salt Lake City, UT""",1.00,991.00,407.00,66.90,30,37,34,16,20,19,14,17,15,4.63,28.16,1.57,2,1,14727,14530,13444,6,6,6,13051,12215,11420,10051,9252,8691,2905,2865,2651,95,98,78,236,243,193,8.4,5.8,6.08,28051,14,52029,42,13,1186,,1201,1,99
"""490351134062""","""Salt Lake City, UT""",1.00,2249.00,600.00,161.71,33,40,37,16,20,19,17,20,18,5.84,21.67,1.84,2,2,17161,16964,15878,3,3,3,15227,14308,13524,11799,10919,10358,3385,3345,3131,43,44,35,106,110,87,7.9,4.4,3.71,22493,33,38009,43,7,1213,1342,1051,56,44
"""490351134063""","""Salt Lake City, UT""",1.00,1627.00,431.00,161.01,42,52,49,23,28,27,20,23,21,7.68,20.56,2.16,2,2,19849,19652,18565,2,2,2,17790,16774,15993,13844,12868,12307,3916,3875,3661,30,31,25,76,78,62,4.2,4.1,2.68,21563,100,32643,43,10,1707,1617,2500,90,10
"""490351134081""","""Salt Lake City, UT""",1.00,1951.00,526.00,316.31,39,47,44,19,24,23,20,24,22,7.97,13.26,2.17,2,2,21258,21061,19975,2,2,2,18139,17120,16340,13918,12939,12378,4194,4153,3939,27,28,23,68,70,56,3.6,2.9,1.66,17798,93,16687,44,16,1420,1389,1599,85,15
"""490351134082""","""Salt Lake City, UT""",1.00,2079.00,611.00,174.00,38,46,44,18,23,22,20,23,21,7.88,27.66,2.12,2,2,21402,21205,20119,1,1,1,17862,16856,16078,13629,12663,12102,4222,4182,3967,11,12,9,28,29,23,4.3,2.8,3.51,17909,93,17289,44,9,1388,1422,1241,81,19
"""490351134083""","""Salt Lake City, UT""",1.00,2328.00,616.00,153.71,40,48,45,19,24,23,21,24,22,8.09,32.42,2.21,2,2,22110,21913,20827,1,1,1,18536,17505,16728,14164,13173,12612,4362,4321,4107,11,11,9,27,27,22,4.2,2.6,4.01,16919,98,15427,44,8,1439,1458,,99,1
"""490351134091""","""Salt Lake City, UT""",1.00,1119.00,302.00,321.20,42,51,48,22,27,26,20,24,22,7.73,7.26,2.20,2,2,20905,20708,19622,2,2,2,18296,17267,16485,14143,13153,12592,4124,4084,3869,29,30,24,72,74,58,3.4,3.3,0.94,20586,85,21376,44,25,1641,1789,,92,8
"""490351134092""","""Salt Lake City, UT""",1.00,1925.00,526.00,151.61,41,49,46,20,25,24,20,24,22,8.16,28.30,2.19,2,2,21109,20912,19826,2,2,2,18247,17222,16441,14053,13067,12507,4164,4124,3910,30,31,25,75,77,61,3.8,3.1,3.47,18749,97,20068,44,12,1534,1504,2016,94,6
"""490351134093""","""Salt Lake City, UT""",1.00,2323.00,694.00,169.44,44,53,50,24,30,29,20,24,22,8.08,33.11,2.16,2,2,21529,21332,20246,1,1,1,18159,17140,16363,13900,12922,12361,4247,4207,3992,11,12,9,28,29,23,4.0,2.9,4.10,19106,94,19289,44,11,1787,1830,1414,90,10
"""490351134101""","""Salt Lake City, UT""",1.00,2516.00,625.00,196.44,41,50,47,22,27,26,20,23,21,7.73,24.60,2.16,2,2,19588,19391,18305,2,2,2,17740,16725,15943,13846,12870,12310,3864,3824,3610,29,30,24,73,75,59,4.6,4.1,3.18,25254,90,29067,43,11,1634,1652,1292,95,5
"""490351134102""","""Salt Lake City, UT""",1.00,1477.00,459.00,160.49,40,48,46,21,27,26,19,22,20,6.43,18.38,2.04,2,2,18578,18381,17295,2,3,2,16784,15805,15022,13081,12141,11580,3665,3625,3410,38,39,31,95,98,77,5.3,4.6,2.86,24969,71,34191,43,18,1598,1440,2045,74,26
"""490351134103""","""Salt Lake City, UT""",1.00,1507.00,384.00,160.97,41,50,47,23,28,27,19,22,20,7.23,17.25,2.05,2,2,18683,18486,17399,2,2,2,16902,15918,15135,13181,12237,11676,3686,3645,3431,35,36,28,86,89,71,4.7,4.7,2.39,26522,95,32083,43,9,1697,1693,1708,71,29
"""490351134104""","""Salt Lake City, UT""",1.00,849.00,261.00,125.26,38,47,44,19,24,23,19,23,21,6.79,14.16,2.13,2,2,19294,19097,18011,2,2,2,17509,16502,15719,13667,12699,12138,3806,3766,3552,36,37,29,88,91,72,5.5,4.2,2.08,23421,74,30778,43,11,1432,1519,,94,6
"""490351134111""","""Salt Lake City, UT""",1.00,1321.00,272.00,161.10,43,53,50,24,30,28,20,23,21,8.77,14.80,2.17,2,2,19371,19174,18088,2,2,2,17815,16794,16012,13960,12978,12418,3821,3781,3567,34,35,28,84,87,69,4.6,4.8,1.69,25491,100,40161,43,10,1776,1865,,95,5
"""490351134112""","""Salt Lake City, UT""",1.00,1626.00,477.00,160.30,40,49,46,21,26,25,20,23,21,6.98,20.77,2.16,2,2,19277,19080,17994,2,2,2,17725,16707,15925,13888,12910,12349,3803,3763,3548,34,34,27,83,86,68,4.4,4.9,2.98,27520,100,36227,42,11,1543,1628,,95,5
"""490351134121""","""Salt Lake City, UT""",1.00,1145.00,323.00,68.37,42,51,48,23,29,28,19,23,21,7.80,36.85,2.11,2,2,19727,19530,18444,2,2,2,17480,16478,15697,13562,12599,12039,3892,3851,3637,26,27,21,65,67,53,4.9,3.8,4.72,18776,94,30035,44,7,1725,1997,,86,14
"""490351134142""","""Salt Lake City, UT""",1.00,988.00,265.00,109.96,43,52,49,23,29,27,20,23,21,6.88,16.58,2.14,2,2,20793,20596,19509,2,2,2,17895,16883,16102,13763,12791,12230,4102,4061,3847,30,31,24,74,77,61,4.3,3.1,2.41,17719,99,20753,44,8,1718,2023,,85,15
"""490351134143""","""Salt Lake City, UT""",1.00,1738.00,647.00,168.73,35,43,40,16,20,19,19,23,21,6.72,25.75,2.07,2,2,20311,20114,19028,2,2,2,17301,16313,15531,13265,12316,11756,4007,3966,3752,29,30,24,72,74,59,6.9,2.5,3.83,16659,48,16349,44,9,1205,1284,,94,6
"""490351134144""","""Salt Lake City, UT""",1.00,3571.00,524.00,152.60,43,53,50,23,29,27,20,24,22,8.72,29.93,2.21,2,2,21559,21362,20276,2,2,2,18463,17431,16650,14182,13191,12630,4253,4213,3998,27,28,22,68,70,55,3.3,2.9,3.43,17339,97,18754,44,17,1721,1818,,95,5
"""490351134151""","""Salt Lake City, UT""",1.00,1510.00,412.00,279.50,35,42,40,15,19,18,20,23,21,7.36,10.85,2.11,2,2,20458,20261,19174,1,1,1,17634,16631,15851,13578,12615,12054,4036,3995,3781,20,20,16,50,51,40,4.9,2.9,1.47,15637,76,22120,44,13,1157,1427,,81,19
"""490351134152""","""Salt Lake City, UT""",1.00,2379.00,552.00,232.74,45,55,51,24,30,29,20,24,22,8.95,21.23,2.20,2,2,22146,21949,20863,1,1,1,18482,17453,16676,14103,13115,12555,4369,4328,4114,10,10,8,24,25,19,3.8,2.6,2.37,15862,100,17535,44,11,1835,2018,,91,9
"""490351134153""","""Salt Lake City, UT""",1.00,2316.00,596.00,1413.65,37,45,43,19,24,23,18,22,20,7.61,3.21,1.95,2,2,20418,20221,19134,1,1,1,16564,15610,14831,12519,11605,11045,4028,3987,3773,17,17,13,41,42,33,6.8,2.6,0.42,12277,6,19108,44,54,1434,1258,1789,67,33
"""490351135051""","""Salt Lake City, UT""",1.00,1415.00,404.00,138.38,39,47,44,20,26,25,18,22,20,6.46,18.87,2.00,2,2,18460,18263,17177,2,3,2,16523,15555,14772,12843,11913,11353,3642,3601,3387,39,40,32,96,99,79,4.9,4.5,2.92,26855,68,28571,43,23,1539,1500,1602,62,38
"""490351135052""","""Salt Lake City, UT""",1.00,1607.00,505.00,191.35,42,51,48,22,28,27,19,23,21,6.69,17.66,2.14,2,2,19252,19055,17969,2,3,2,17600,16589,15805,13763,12791,12230,3798,3758,3543,39,40,32,96,99,78,5.0,4.6,2.64,27742,81,28491,43,13,1666,1634,2250,95,5
"""490351135053""","""Salt Lake City, UT""",1.00,1699.00,500.00,171.78,38,47,44,19,23,23,20,23,21,6.88,20.03,2.16,2,2,19801,19604,18517,2,2,2,17776,16761,15980,13842,12866,12305,3906,3866,3652,28,29,23,70,72,58,3.9,3.9,2.91,26258,100,26418,43,11,1412,1579,,89,11
"""490351135054""","""Salt Lake City, UT""",1.00,2219.00,523.00,152.35,38,46,43,20,25,24,18,21,19,7.00,24.02,1.94,2,2,17975,17778,16691,3,3,3,16027,15078,14294,12441,11530,10970,3546,3506,3291,41,42,33,101,104,82,6.3,4.2,3.43,26668,65,25446,43,8,1523,1809,1156,56,44
"""490351135091""","""Salt Lake City, UT""",1.00,2072.00,452.00,151.45,41,50,47,22,27,26,19,22,21,7.38,22.03,2.11,2,2,18458,18261,17175,2,2,2,17242,16240,15457,13564,12602,12041,3641,3601,3387,36,37,29,90,93,73,5.8,5.8,2.98,29388,100,56331,43,9,1645,1831,,90,10
"""490351135093""","""Salt Lake City, UT""",1.00,2921.00,965.00,179.52,34,42,39,18,22,21,17,19,18,5.80,31.19,1.80,2,2,16696,16499,15413,3,3,3,14927,14018,13233,11586,10715,10155,3294,3254,3039,47,49,39,118,121,96,9.1,5.4,5.38,28976,0,59656,43,5,1336,1398,916,87,13
"""490351135094""","""Salt Lake City, UT""",1.00,1454.00,645.00,158.80,37,46,43,22,28,26,15,18,16,5.28,21.44,1.67,2,2,15784,15587,14501,4,4,4,13905,13037,12249,10731,9901,9340,3114,3074,2860,60,62,49,150,154,123,8.4,5.9,4.06,28267,8,55612,43,23,1657,2500,1383,24,76
"""490351135101""","""Salt Lake City, UT""",1.00,1495.00,511.00,136.84,39,47,44,20,25,24,19,22,20,6.37,23.80,2.05,2,2,17869,17672,16585,3,3,3,16744,15761,14976,13173,12229,11668,3525,3485,3271,46,47,38,114,118,93,7.2,5.8,3.73,29565,59,43724,42,10,1524,1534,1300,96,4
"""490351135102""","""Salt Lake City, UT""",1.00,754.00,256.00,134.63,42,51,48,23,29,27,19,22,20,7.00,13.32,2.09,2,2,18231,18034,16947,2,3,2,17039,16045,15261,13404,12449,11888,3596,3556,3342,39,40,31,96,98,78,6.0,5.7,1.90,30073,94,48349,42,8,1718,1990,,86,14
