blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490490034032""","""Provo-Orem, UT""",1.00,1575.00,467.00,310.02,39,47,44,18,23,22,21,25,22,8.24,12.41,2.22,2,2,23577,23380,21248,1,1,1,18943,17906,16259,14279,13282,12060,4651,4610,4190,13,14,9,37,38,26,5.2,1.9,1.51,5922,72,5599,44,10,1392,1488,1080,76,24
"""490490034033""","""Provo-Orem, UT""",1.00,1406.00,453.00,149.10,38,46,43,17,21,21,21,25,22,8.38,25.47,2.24,2,2,24100,23903,21770,1,1,1,19152,18111,16463,14384,13383,12161,4754,4714,4293,13,14,9,37,38,26,5.7,1.7,3.04,5416,65,4981,45,9,1292,1287,1318,85,15
"""490490034034""","""Provo-Orem, UT""",1.00,469.00,163.00,178.72,22,26,23,2,2,2,20,24,21,6.42,5.86,2.13,2,2,23055,22858,20726,1,1,1,18237,17229,15581,13675,12707,11485,4548,4507,4087,14,14,10,39,40,27,6.4,1.6,0.91,5359,58,5264,45,7,144,,344,58,42
"""490490034041""","""Provo-Orem, UT""",1.00,990.00,338.00,466.59,41,50,47,21,26,25,21,24,22,7.19,5.21,2.22,2,2,23522,23325,21192,1,1,1,18886,17852,16205,14235,13241,12019,4640,4600,4179,11,11,7,29,30,21,4.4,2.3,0.72,5639,68,5026,44,20,1577,1775,1125,70,30
"""490490034042""","""Provo-Orem, UT""",1.00,1306.00,371.00,161.48,42,51,48,22,27,26,21,24,21,8.24,18.93,2.21,2,2,23300,23103,20971,1,1,1,18796,17764,16117,14187,13195,11973,4597,4556,4135,12,13,9,34,36,24,4.7,2.7,2.30,5493,77,5235,43,12,1637,1853,991,75,25
"""490490034051""","""Provo-Orem, UT""",1.00,1082.00,348.00,279.10,41,50,46,20,25,24,21,25,22,7.71,9.61,2.30,2,2,23917,23720,21588,1,1,1,19528,18467,16820,14796,13776,12554,4718,4678,4257,13,13,9,36,37,26,4.7,2.3,1.25,6088,93,5430,44,6,1491,1553,855,91,9
"""490490034052""","""Provo-Orem, UT""",1.00,2083.00,459.00,185.94,48,59,55,27,34,33,21,25,22,8.30,20.50,2.23,2,2,23530,23333,21201,1,1,1,18976,17937,16290,14321,13323,12100,4642,4601,4181,13,14,9,37,38,26,5.3,2.3,2.47,6392,75,5421,44,8,2078,2232,1378,82,18
"""490490034053""","""Provo-Orem, UT""",1.00,1396.00,339.00,183.78,42,51,47,20,25,24,22,26,23,8.48,15.65,2.34,2,2,24800,24603,22471,1,1,1,19946,18873,17227,15041,14009,12787,4892,4852,4431,12,12,8,34,35,24,3.5,2.0,1.84,6000,95,5291,45,13,1499,1650,,91,9
"""490490101071""","""Provo-Orem, UT""",1.00,2245.00,514.00,1463.71,53,64,60,30,37,36,23,27,24,9.67,3.39,2.46,2,2,26741,26544,24411,0,0,0,21077,19969,18324,15795,14728,13505,5275,5234,4814,7,7,5,17,17,12,2.6,0.6,0.35,7898,86,7213,48,46,2250,2414,,93,7
"""490490101072""","""Provo-Orem, UT""",1.00,1299.00,372.00,672.89,53,64,60,30,37,36,23,27,24,8.89,4.91,2.44,2,2,27151,26954,24821,0,0,0,21037,19935,18290,15675,14613,13391,5356,5315,4895,6,6,4,15,15,10,2.6,0.6,0.55,4792,100,4826,47,23,2245,2500,,90,10
"""490490101074""","""Provo-Orem, UT""",1.00,639.00,148.00,137682.57,46,56,52,20,24,24,26,31,28,12.02,0.01,2.78,3,3,31841,31644,29512,0,0,0,24109,22906,21262,17824,16662,15439,6281,6240,5820,4,4,3,10,10,7,0.0,0.2,0.00,1369,100,1934,49,796,1486,1527,,97,3
"""490490101101""","""Provo-Orem, UT""",1.00,1129.00,245.00,293.09,47,57,53,24,29,29,23,28,25,8.86,7.41,2.50,2,2,26198,26001,23869,0,0,0,21228,20108,18463,16052,14973,13751,5168,5127,4707,7,7,5,17,18,12,2.3,0.7,0.84,11954,100,21280,50,37,1786,1786,,100,0
"""490490101102""","""Provo-Orem, UT""",1.00,2147.00,506.00,512.96,55,67,63,33,41,40,22,26,23,9.01,8.89,2.33,2,2,24661,24464,22332,1,1,0,19825,18757,17111,14952,13924,12702,4865,4824,4404,8,9,6,20,21,14,4.4,0.7,0.99,12094,77,17040,49,17,2521,2655,1917,82,18
"""490490101103""","""Provo-Orem, UT""",1.00,1899.00,418.00,582.54,60,73,69,37,46,45,23,27,24,8.66,6.22,2.47,2,2,25812,25615,23483,0,0,0,20937,19827,18182,15837,14768,13546,5092,5051,4631,7,8,5,18,19,13,2.9,0.8,0.72,11234,100,15945,48,22,2806,2806,,100,0
"""490490101141""","""Provo-Orem, UT""",1.00,3482.00,828.00,2373.81,49,59,55,26,32,31,23,27,24,9.73,3.39,2.43,2,2,27125,26928,24795,0,0,0,20987,19887,18242,15629,14570,13348,5351,5310,4890,6,7,4,15,16,11,1.8,0.8,0.35,5155,95,4029,46,61,1954,1999,1726,84,16
"""490490101142""","""Provo-Orem, UT""",1.00,3098.00,723.00,1051.34,43,52,49,20,25,24,23,27,24,9.58,6.59,2.43,2,2,27140,26944,24811,0,0,0,20979,19879,18234,15618,14559,13337,5354,5313,4893,7,7,5,16,17,11,2.7,0.7,0.69,4807,79,3606,46,50,1519,1606,,95,5
"""490490101143""","""Provo-Orem, UT""",1.00,1160.00,296.00,622.05,44,54,50,21,26,26,23,28,25,9.76,4.64,2.47,2,2,27539,27342,25209,0,0,0,21269,20159,18514,15830,14761,13539,5433,5392,4971,6,6,4,15,15,10,2.5,0.7,0.48,4262,97,3398,46,28,1600,1662,,96,4
"""490490101151""","""Provo-Orem, UT""",1.00,2141.00,620.00,154.29,43,53,49,22,27,27,21,25,22,9.07,36.44,2.25,2,2,25854,25657,23525,0,0,0,19568,18523,16878,14460,13456,12233,5100,5059,4639,7,8,5,18,19,13,5.0,0.7,4.02,3733,70,3038,46,13,1662,1694,1556,77,23
"""490490101152""","""Provo-Orem, UT""",1.00,649.00,167.00,3763.40,45,55,51,21,26,25,25,29,26,10.72,0.48,2.60,3,2,28979,28782,26649,0,0,0,22435,21284,19640,16713,15603,14381,5717,5676,5255,5,5,4,13,13,9,0.6,0.7,0.04,2539,97,2631,46,188,1583,1583,,100,0
"""490490101153""","""Provo-Orem, UT""",1.00,1211.00,358.00,14418.18,44,54,50,20,25,24,25,29,26,10.34,0.26,2.62,3,2,29140,28943,26811,0,0,0,22553,21397,19753,16799,15684,14462,5749,5708,5287,5,5,4,13,13,9,0.2,0.8,0.02,2486,100,2591,45,307,1502,1563,,96,4
"""490490101161""","""Provo-Orem, UT""",1.00,2224.00,496.00,326.50,52,63,59,29,36,35,22,27,24,9.17,13.93,2.39,2,2,26030,25833,23701,0,0,0,20488,19401,17756,15345,14299,13077,5135,5094,4674,7,7,5,17,18,12,3.7,0.9,1.52,5809,97,5242,46,10,2216,2319,,96,4
"""490490101162""","""Provo-Orem, UT""",1.00,4748.00,1203.00,3369.31,54,66,62,31,39,38,23,27,24,9.20,3.29,2.43,2,2,26986,26789,24657,0,0,0,20963,19863,18218,15633,14573,13351,5324,5283,4862,6,7,4,15,16,11,1.9,0.8,0.36,4760,95,4080,46,53,2386,2330,2697,85,15
"""490490101171""","""Provo-Orem, UT""",1.00,793.00,205.00,235.45,56,68,64,33,41,40,23,27,24,8.95,7.79,2.45,2,2,26433,26236,24104,0,0,0,20925,19821,18176,15703,14640,13418,5215,5174,4753,7,7,5,17,17,12,2.9,1.0,0.87,6678,100,5663,46,18,2474,2474,,100,0
"""490490101172""","""Provo-Orem, UT""",1.00,3098.00,684.00,3978.38,52,63,59,28,35,34,24,28,25,9.58,1.65,2.52,2,2,27674,27477,25345,0,0,0,21671,20544,18899,16205,15119,13897,5459,5418,4998,6,6,4,15,15,11,1.3,0.8,0.17,5201,100,4355,46,83,2126,2227,,95,5
"""490490101173""","""Provo-Orem, UT""",1.00,577.00,140.00,463.63,55,67,63,33,41,40,22,26,23,9.48,2.86,2.30,2,2,26017,25820,23688,0,0,0,19895,18836,17191,14755,13737,12514,5133,5092,4671,7,7,5,17,18,12,1.2,0.8,0.30,6068,100,5009,46,93,2490,2231,2653,39,61
"""490490101181""","""Provo-Orem, UT""",1.00,771.00,225.00,86.00,48,58,54,25,32,31,22,27,24,9.51,24.88,2.39,2,2,25827,25630,23498,0,0,0,20471,19383,17737,15368,14321,13098,5095,5054,4634,8,8,5,19,19,13,3.8,1.0,2.62,6966,100,6291,46,9,1934,1934,,100,0
"""490490101182""","""Provo-Orem, UT""",1.00,3976.00,1063.00,312.76,47,57,53,26,32,32,21,25,22,8.08,27.45,2.23,2,2,24190,23993,21861,1,1,1,19088,18050,16404,14306,13309,12086,4772,4731,4311,9,10,7,23,24,16,7.1,1.1,3.40,7114,49,7020,46,6,1974,1962,2149,94,6
"""490490101183""","""Provo-Orem, UT""",1.00,1373.00,341.00,370.85,55,67,63,32,40,39,23,27,24,9.02,8.29,2.40,2,2,26307,26110,23978,0,0,0,20607,19517,17872,15410,14361,13138,5190,5149,4728,7,7,5,17,17,12,2.5,1.0,0.92,6141,96,5741,46,31,2452,2825,,87,13
"""490490101191""","""Provo-Orem, UT""",1.00,1879.00,376.00,177.16,42,51,47,20,25,24,22,26,23,9.50,20.16,2.36,2,2,25519,25322,23190,1,1,1,20223,19144,17498,15179,14140,12918,5034,4993,4573,10,10,7,24,25,17,3.6,0.6,2.12,7425,100,5645,47,10,1500,1644,,91,9
"""490490101192""","""Provo-Orem, UT""",1.00,548.00,78.00,780.78,55,67,63,31,39,37,24,29,26,13.92,1.39,2.56,3,2,27979,27782,25649,0,0,0,21954,20816,19171,16428,15331,14109,5519,5478,5058,6,7,4,15,16,11,1.3,0.7,0.10,6039,100,4666,47,87,2342,2342,,100,0
"""490490101193""","""Provo-Orem, UT""",1.00,690.00,183.00,86.23,39,48,44,19,24,23,21,24,21,7.93,16.84,2.20,2,2,23832,23635,21502,1,1,1,18831,17802,16155,14116,13127,11905,4701,4661,4240,14,15,10,35,36,24,7.7,0.6,2.12,8312,37,6274,47,5,1431,1531,,93,7
"""490490101201""","""Provo-Orem, UT""",1.00,3197.00,864.00,286.15,42,51,48,20,25,24,22,26,23,8.58,25.92,2.36,2,2,25159,24962,22830,1,1,1,20122,19045,17399,15148,14111,12889,4963,4923,4502,11,11,8,27,27,19,3.8,0.6,3.02,8772,98,6408,47,10,1526,1616,,94,6
"""490490101202""","""Provo-Orem, UT""",1.00,5875.00,1322.00,649.38,50,60,57,28,35,34,22,25,23,8.85,18.02,2.31,2,2,24404,24207,22075,1,1,0,19659,18596,16950,14836,13814,12592,4814,4774,4353,8,8,6,20,21,14,4.7,0.8,2.04,8447,83,6525,46,10,2128,2131,2097,90,10
"""490490101203""","""Provo-Orem, UT""",1.00,2006.00,387.00,1291.09,56,69,65,34,42,41,23,27,24,9.44,2.83,2.42,2,2,25900,25703,23571,0,0,0,20640,19545,17900,15524,14470,13247,5109,5069,4648,7,7,5,17,17,11,2.4,0.7,0.30,6583,91,4995,46,43,2563,2657,1879,88,12
"""490490101211""","""Provo-Orem, UT""",1.00,5421.00,1174.00,1558.63,49,60,56,27,34,33,21,25,22,8.35,6.29,2.31,2,2,24215,24018,21885,1,1,0,19597,18536,16890,14812,13791,12568,4777,4736,4316,9,9,6,21,22,15,3.5,0.9,0.75,9264,76,8138,46,32,2083,2184,1699,79,21
"""490490101212""","""Provo-Orem, UT""",1.00,5190.00,1273.00,454.48,46,56,52,25,31,30,21,25,22,8.65,24.24,2.28,2,2,24489,24292,22160,1,1,1,19475,18421,16776,14635,13622,12400,4831,4790,4370,9,9,6,22,23,15,5.4,0.5,2.80,9309,68,7457,48,12,1878,1867,1941,86,14
"""490490101221""","""Provo-Orem, UT""",1.00,5263.00,986.00,2386.78,52,63,59,28,35,34,24,28,25,9.90,4.09,2.51,2,2,27861,27664,25532,0,0,0,21636,20513,18868,16134,15051,13828,5496,5455,5035,6,7,4,15,16,11,2.0,0.6,0.41,5205,100,4425,47,42,2131,2131,,100,0
"""490490101222""","""Provo-Orem, UT""",1.00,3259.00,808.00,680.09,45,55,51,24,30,29,21,25,22,8.76,10.41,2.25,2,2,24720,24523,22390,1,1,0,19355,18310,16664,14470,13465,12243,4877,4836,4415,8,9,6,21,21,14,5.5,0.5,1.19,8270,50,6636,48,23,1809,1922,1398,78,22
"""490490101231""","""Provo-Orem, UT""",1.00,4771.00,1014.00,509.15,46,56,52,26,32,31,20,24,21,8.20,16.34,2.20,2,2,22481,22284,20151,1,1,1,18553,17525,15878,14106,13118,11896,4435,4394,3974,12,13,9,30,30,21,5.9,1.4,1.99,10253,58,11720,45,15,1959,1952,1987,79,21
"""490490101232""","""Provo-Orem, UT""",1.00,2477.00,638.00,171.44,43,52,48,23,29,28,20,23,20,8.37,31.15,2.12,2,2,22006,21809,19677,1,1,1,17962,16957,15309,13606,12641,11419,4341,4301,3880,14,15,10,35,36,24,7.0,1.2,3.72,9846,52,11574,46,7,1746,1875,1428,71,29
"""490490101233""","""Provo-Orem, UT""",1.00,1709.00,343.00,1226.83,49,60,56,26,33,32,23,27,24,8.97,2.51,2.46,2,2,25239,25042,22910,0,0,0,20793,19685,18040,15807,14739,13517,4979,4938,4518,7,7,5,17,17,12,1.6,1.2,0.28,8605,100,9994,46,72,2012,2170,,93,7
"""490490101241""","""Provo-Orem, UT""",1.00,1043.00,326.00,110.23,41,50,46,21,26,26,20,23,21,7.29,21.57,2.15,2,2,21906,21709,19576,1,1,1,18117,17104,15456,13781,12808,11586,4321,4281,3860,14,15,10,35,36,25,7.7,1.3,2.96,10747,41,12739,46,5,1607,1806,,89,11
"""490490101242""","""Provo-Orem, UT""",1.00,2525.00,992.00,1186.06,44,54,50,24,30,29,20,23,21,7.14,5.98,2.12,2,2,22618,22421,20288,1,1,1,18114,17107,15461,13643,12676,11454,4462,4421,4001,9,9,6,23,23,16,6.9,1.0,0.84,10582,24,14950,47,26,1837,1867,1772,69,31
"""490490101251""","""Provo-Orem, UT""",1.00,2599.00,796.00,594.70,41,50,47,22,28,27,19,22,19,7.17,9.60,2.02,2,2,21537,21340,19207,1,1,1,17209,16235,14588,12948,12014,10792,4249,4208,3788,13,13,9,31,32,22,6.9,1.6,1.34,9752,25,11286,45,24,1705,1695,1715,48,52
"""490490101252""","""Provo-Orem, UT""",1.00,1169.00,239.00,2318.07,48,59,55,25,32,31,23,27,24,9.32,0.96,2.45,2,2,25700,25503,23371,0,0,0,20834,19728,18083,15757,14692,13469,5070,5029,4609,7,7,5,17,18,12,1.6,1.6,0.10,8445,100,9291,45,70,1920,2217,,87,13
"""490490101261""","""Provo-Orem, UT""",1.00,1569.00,379.00,1039.07,52,63,59,29,36,35,23,27,24,9.85,3.59,2.47,2,2,25840,25643,23510,0,0,0,20972,19861,18216,15868,14797,13575,5098,5057,4636,7,7,5,18,18,13,2.3,1.3,0.36,9532,100,10855,46,35,2171,2194,,99,1
"""490490101262""","""Provo-Orem, UT""",1.00,1432.00,302.00,201.93,52,63,59,30,37,36,22,26,23,8.22,12.29,2.37,2,2,24683,24486,22354,0,1,0,20075,18995,17350,15198,14158,12936,4869,4829,4408,8,8,6,19,20,14,3.4,1.7,1.50,9760,100,11723,46,13,2251,2231,2500,93,7
"""490490101271""","""Provo-Orem, UT""",1.00,2377.00,517.00,667.51,50,61,57,27,34,33,22,26,23,9.35,7.24,2.39,2,2,25228,25031,22899,0,1,0,20329,19243,17597,15345,14299,13076,4977,4936,4516,8,8,6,19,20,14,3.2,1.0,0.77,10452,93,11924,47,20,2083,2306,,90,10
"""490490101272""","""Provo-Orem, UT""",1.00,3783.00,1073.00,339.39,46,56,52,25,31,30,21,25,22,8.50,26.88,2.24,2,2,23797,23600,21468,1,1,1,19113,18071,16425,14409,13407,12184,4695,4654,4233,10,10,7,24,25,17,6.2,0.9,3.16,11515,62,14420,48,8,1869,1830,2091,85,15
"""490490101273""","""Provo-Orem, UT""",1.00,838.00,271.00,401.15,47,58,54,25,31,30,23,27,24,8.90,6.01,2.42,2,2,25877,25680,23548,0,0,0,20672,19575,17930,15560,14504,13282,5105,5064,4644,7,7,5,17,18,12,2.7,0.9,0.68,8437,100,10107,47,24,1871,2070,,90,10
"""490490101281""","""Provo-Orem, UT""",1.00,3311.00,919.00,533.28,42,51,47,22,27,26,20,24,21,7.82,13.48,2.19,2,2,22741,22544,20411,1,1,1,18564,17537,15889,14062,13076,11853,4486,4446,4025,16,16,11,39,40,27,5.8,0.8,1.72,10468,57,23381,48,17,1639,1697,1464,75,25
"""490490101282""","""Provo-Orem, UT""",1.00,846.00,238.00,179.67,46,56,53,24,30,29,23,27,24,7.75,10.27,2.44,2,2,24473,24276,22143,1,1,1,20523,19421,17772,15677,14615,13393,4828,4787,4367,18,19,13,44,46,31,3.2,0.9,1.32,11950,90,31043,49,26,1809,1809,,100,0
"""490490101291""","""Provo-Orem, UT""",1.00,399.00,143.00,151.35,35,42,38,13,17,16,21,25,22,8.07,7.63,2.28,2,2,24250,24053,21921,1,1,1,19450,18396,16749,14654,13640,12418,4784,4743,4323,12,13,9,30,31,21,2.9,0.9,0.94,11504,100,27964,49,22,1015,1837,,55,45
"""490490101292""","""Provo-Orem, UT""",1.00,1348.00,284.00,149.82,51,62,58,28,35,34,23,27,24,8.98,17.03,2.45,2,2,25409,25212,23080,0,0,0,20723,19620,17975,15703,14640,13418,5013,4972,4551,7,8,5,18,19,13,3.2,0.9,1.90,11256,100,24441,49,17,2122,2122,,100,0
"""490490101293""","""Provo-Orem, UT""",1.00,3420.00,915.00,1167.57,50,61,57,29,36,35,21,25,22,8.09,6.34,2.26,2,2,23133,22936,20803,1,1,1,19123,18074,16424,14537,13528,12306,4563,4523,4102,22,23,16,54,56,38,4.4,1.2,0.78,10168,74,26368,48,21,2194,2240,2019,79,21
"""490490101301""","""Provo-Orem, UT""",1.00,1587.00,416.00,213.57,44,54,50,22,28,27,22,26,23,9.36,18.24,2.38,2,2,25119,24922,22790,0,1,0,20239,19156,17511,15276,14233,13011,4955,4915,4494,8,8,6,19,20,14,3.3,1.0,1.95,10393,100,12962,47,13,1685,1845,,91,9
"""490490101302""","""Provo-Orem, UT""",1.00,1043.00,237.00,164.17,46,56,52,24,29,29,22,26,23,8.66,12.50,2.36,2,2,24923,24726,22594,0,0,0,20108,19029,17384,15184,14145,12923,4917,4876,4455,8,8,5,19,19,13,3.4,1.1,1.44,10016,100,13708,47,13,1790,2059,,87,13
"""490490101303""","""Provo-Orem, UT""",1.00,1501.00,335.00,241.50,47,57,53,25,31,30,22,26,23,8.86,12.29,2.40,2,2,24845,24648,22516,1,1,0,20310,19221,17576,15401,14352,13130,4901,4861,4440,8,8,6,20,21,14,3.7,1.1,1.39,11789,96,16085,48,12,1873,1931,,97,3
"""490490101311""","""Provo-Orem, UT""",1.00,232.00,65.00,2335.43,56,69,65,33,41,40,23,27,24,8.20,0.23,2.50,2,2,25197,25000,22868,0,0,0,21046,19926,18281,16070,14990,13767,4971,4930,4509,6,6,4,15,15,10,2.3,1.1,0.03,9357,100,25010,48,45,2518,2923,,86,14
"""490490101312""","""Provo-Orem, UT""",1.00,3727.00,1190.00,2444.90,47,58,54,27,34,33,20,24,21,8.15,3.97,2.19,2,2,22804,22607,20475,1,1,1,18586,17559,15910,14069,13083,11861,4499,4458,4038,18,18,12,43,44,30,4.2,1.1,0.49,9101,70,15850,47,27,2041,1961,2151,58,42
"""490490101314""","""Provo-Orem, UT""",1.00,1166.00,329.00,238.66,54,66,62,32,40,38,22,26,23,8.65,11.92,2.38,2,2,24761,24564,22432,1,1,0,20207,19122,17477,15314,14269,13047,4885,4844,4423,8,8,6,20,21,14,4.6,1.0,1.38,9643,76,13718,47,15,2403,2403,,100,0
"""490490101321""","""Provo-Orem, UT""",1.00,2054.00,454.00,12042.46,53,65,61,29,37,35,24,28,25,10.04,0.38,2.50,2,2,28067,27870,25738,0,0,0,21604,20483,18839,16061,14982,13760,5537,5496,5075,5,6,4,13,13,9,0.3,0.8,0.04,2641,100,2989,45,280,2219,2238,2171,72,28
"""490490101322""","""Provo-Orem, UT""",1.00,1423.00,350.00,685.25,45,54,51,21,27,26,23,28,25,9.47,4.84,2.46,2,2,27097,26900,24767,0,0,0,21179,20069,18424,15827,14758,13536,5345,5305,4884,6,6,4,15,15,10,2.3,0.9,0.51,4101,100,4331,46,33,1632,1726,,95,5
"""490490101323""","""Provo-Orem, UT""",1.00,1437.00,366.00,5018.07,56,68,64,32,39,38,24,28,25,9.91,0.72,2.53,2,2,28162,27965,25832,0,0,0,21821,20691,19047,16261,15172,13949,5556,5515,5094,5,5,4,13,13,9,0.8,0.9,0.07,2455,100,2971,45,143,2400,2703,,89,11
"""490490102081""","""Provo-Orem, UT""",1.00,1525.00,317.00,411.01,63,78,73,41,51,50,22,27,24,9.19,7.09,2.42,2,2,24908,24711,22579,0,0,0,20443,19348,17704,15526,14471,13249,4914,4873,4452,4,4,3,10,11,7,3.0,2.1,0.77,8267,100,11275,45,17,3115,3115,,100,0
"""490490102082""","""Provo-Orem, UT""",1.00,941.00,257.00,527.23,50,61,57,28,35,34,22,26,23,8.26,4.03,2.35,2,2,24241,24044,21912,1,1,0,19901,18825,17181,15115,14080,12858,4782,4741,4321,4,4,3,11,11,8,3.2,2.3,0.49,8985,89,11926,44,23,2153,2438,,88,12
"""490490102083""","""Provo-Orem, UT""",1.00,1222.00,325.00,383.04,54,66,62,32,40,39,22,26,23,8.32,7.06,2.40,2,2,24109,23912,21780,1,1,1,20198,19107,17462,15437,14386,13164,4756,4715,4295,5,5,3,14,14,10,2.5,1.8,0.85,9628,98,13388,45,29,2432,2509,,97,3
"""490490102092""","""Provo-Orem, UT""",1.00,1726.00,414.00,386.32,68,84,79,46,57,56,22,27,24,9.22,9.89,2.41,2,2,25205,25008,22876,0,0,0,20457,19364,17720,15481,14428,13206,4972,4932,4511,4,4,3,10,11,7,2.1,2.2,1.07,7638,100,9461,44,39,3490,3714,,94,6
"""490490102093""","""Provo-Orem, UT""",1.00,1492.00,338.00,595.97,58,71,66,36,45,43,22,26,23,8.51,4.82,2.39,2,2,24012,23815,21682,1,1,1,20064,18978,17334,15322,14277,13055,4737,4696,4276,5,5,3,14,14,10,2.5,2.2,0.57,9306,100,11493,44,27,2714,2940,,92,8
"""490490102094""","""Provo-Orem, UT""",1.00,1239.00,395.00,403.49,53,64,60,31,38,37,22,26,23,8.18,8.00,2.38,2,2,24574,24377,22244,1,1,0,20143,19059,17415,15291,14248,13025,4848,4807,4387,4,4,3,11,11,8,2.9,2.3,0.98,8618,91,10865,44,25,2325,2436,,95,5
"""490490102101""","""Provo-Orem, UT""",1.00,1317.00,336.00,259.91,52,63,59,31,38,37,21,25,22,8.23,10.64,2.28,2,2,23737,23540,21408,1,1,1,19302,18249,16605,14615,13603,12381,4683,4642,4221,4,4,3,12,12,8,4.7,1.7,1.29,9996,90,12290,46,7,2322,2464,1720,81,19
"""490490102102""","""Provo-Orem, UT""",1.00,1949.00,536.00,281.37,47,58,54,27,34,33,20,24,21,7.74,14.75,2.20,2,2,22239,22042,19909,1,1,1,18508,17479,15834,14115,13126,11904,4387,4347,3926,6,6,4,17,18,12,6.2,1.7,1.90,10951,62,13928,45,8,2040,2054,1980,82,18
"""490490102103""","""Provo-Orem, UT""",1.00,2134.00,578.00,3365.58,54,66,62,31,39,38,23,28,25,8.86,1.52,2.52,2,2,25638,25441,23309,1,1,0,21265,20138,18494,16204,15117,13895,5058,5017,4596,4,4,3,11,11,8,1.3,1.7,0.17,7926,100,10186,46,96,2356,2356,,100,0
"""490490102111""","""Provo-Orem, UT""",1.00,1119.00,292.00,1805.02,52,64,60,30,37,36,22,27,24,8.28,1.34,2.41,2,2,25225,25028,22896,0,0,0,20485,19391,17747,15506,14452,13230,4976,4935,4515,3,4,2,10,10,7,1.6,2.3,0.16,6962,97,9727,44,72,2257,2448,1375,82,18
"""490490102112""","""Provo-Orem, UT""",1.00,191.00,49.00,16157.96,68,84,79,44,55,53,25,29,26,10.76,0.03,2.66,3,2,27373,27176,25043,0,0,0,22497,21328,19684,17094,15966,14743,5400,5359,4938,3,3,2,8,9,6,0.1,2.2,0.00,4792,100,6887,44,577,3325,3325,,100,0
"""490490102113""","""Provo-Orem, UT""",1.00,1509.00,359.00,661.09,68,84,79,46,57,56,23,27,24,8.93,4.85,2.43,2,2,25413,25216,23084,0,0,0,20650,19550,17906,15633,14574,13352,5013,4973,4552,3,3,2,10,10,7,2.4,2.1,0.54,6403,100,8341,44,29,3481,3571,,97,3
"""490490102114""","""Provo-Orem, UT""",1.00,1182.00,333.00,288.41,58,71,67,36,45,44,22,26,23,8.23,9.50,2.35,2,2,24603,24406,22274,1,1,0,19935,18861,17217,15078,14044,12822,4854,4813,4392,4,4,3,11,11,8,2.7,2.3,1.15,7633,94,9724,44,29,2732,2964,1319,86,14
"""490490102121""","""Provo-Orem, UT""",1.00,2159.00,520.00,1504.56,54,65,61,32,39,38,22,26,23,8.62,2.98,2.37,2,2,24272,24075,21943,0,1,0,20044,18962,17318,15252,14210,12988,4788,4748,4327,4,4,3,10,11,7,2.0,2.1,0.35,11300,96,20265,46,65,2397,2375,2472,77,23
"""490490102122""","""Provo-Orem, UT""",1.00,2524.00,794.00,743.76,46,56,52,27,33,32,19,23,20,7.20,7.68,2.05,2,2,21563,21366,19234,1,1,1,17449,16463,14817,13185,12239,11017,4254,4213,3793,10,11,7,29,30,20,6.8,1.0,1.07,11014,39,28315,48,15,2022,2214,1848,48,52
"""490490102123""","""Provo-Orem, UT""",1.00,5411.00,1722.00,2425.74,50,61,57,30,37,36,21,24,22,7.49,5.32,2.24,2,2,22892,22695,20563,1,1,0,18875,17835,16191,14355,13355,12133,4516,4475,4055,4,4,3,11,12,8,3.9,1.0,0.71,10635,64,20494,47,42,2246,2583,1711,61,39
"""490490102131""","""Provo-Orem, UT""",1.00,1452.00,381.00,391.34,47,57,53,26,32,31,21,25,22,8.19,7.97,2.30,2,2,22829,22632,20500,1,1,1,19303,18242,16597,14792,13771,12549,4504,4463,4043,8,8,5,22,22,15,4.5,2.3,0.97,12463,83,17313,46,13,1939,2192,,88,12
"""490490102132""","""Provo-Orem, UT""",1.00,866.00,218.00,213.74,66,81,76,43,54,53,22,26,24,8.90,9.08,2.43,2,2,24413,24216,22084,1,1,1,20403,19305,17660,15580,14523,13301,4816,4775,4355,6,7,4,18,18,12,2.7,1.7,1.02,10728,100,13505,46,24,3303,3303,,100,0
"""490490102161""","""Provo-Orem, UT""",1.00,1817.00,474.00,349.74,59,73,68,37,46,45,22,26,23,8.12,11.01,2.39,2,2,24715,24518,22385,1,1,0,20245,19157,17513,15365,14318,13096,4876,4835,4414,4,4,3,11,12,8,3.4,1.4,1.36,11696,99,17798,47,13,2819,2858,1833,96,4
