blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490319601001""",,1.00,897.00,257.00,73935.47,68,81,47,25,32,17,43,49,30,11.44,0.04,2.21,2,2,26400,23968,25766,2,2,2,15293,14214,16341,11415,10685,12550,3848,3494,3754,30,35,36,25,30,31,0.6,0.3,0.28,0.00,250,85,285,76,411,3,3989,760,800,625,77,23
"""490050013001""","""Logan, UT-ID""",1.00,2090.00,622.00,19184.91,74,89,67,40,50,37,34,39,30,12.03,0.39,2.38,2,2,28710,25958,26636,0,0,0,17113,15736,16342,12930,11953,12461,4183,3782,3881,0,0,0,0,0,0,0.1,0.7,0.55,0.03,1399,96,1505,82,213,6,2919,1662,1711,1075,92,8
"""490572009001""","""Ogden-Clearfield, UT""",1.00,1698.00,646.00,226.97,33,37,36,13,17,16,20,21,20,7.56,21.50,1.66,1,2,18981,16961,17440,5,5,5,12459,10623,10952,9493,7957,8217,2767,2471,2541,199,195,194,179,176,175,8.5,6.7,5.02,2.85,16525,39,29325,90,5,240,600,703,793,672,26,74
"""490050001021""","""Logan, UT-ID""",1.00,948.00,307.00,24614.59,56,67,51,22,28,21,34,39,30,11.50,0.14,2.38,2,2,28261,25694,26314,1,1,1,17061,15754,16347,12929,11996,12496,4118,3744,3834,14,14,16,12,12,14,0.5,0.2,0.09,0.01,461,95,559,79,209,3,3484,928,976,714,82,18
"""490351123012""","""Salt Lake City, UT""",1.00,1586.00,576.00,245.20,40,47,44,20,25,23,20,21,20,7.34,17.24,1.64,1,1,18996,16844,17309,12,12,12,12437,10655,10955,9365,7904,8131,2769,2454,2522,303,297,301,273,268,272,7.6,8.6,7.01,2.35,28425,45,60404,91,14,133,1081,1049,1456,779,40,60
"""490572002021""","""Ogden-Clearfield, UT""",1.00,1605.00,636.00,268.52,35,40,39,16,20,19,19,21,20,7.13,16.89,1.63,1,1,19226,17013,17541,7,7,7,12410,10637,10955,9295,7868,8105,2803,2479,2556,312,291,294,282,262,265,8.8,3.8,7.78,2.37,13840,13,13556,88,12,155,925,832,,832,17,83
"""490111258011""","""Ogden-Clearfield, UT""",1.00,2726.00,1131.00,373.72,36,42,40,17,21,20,19,21,20,6.99,21.17,1.65,1,2,19622,17350,17894,7,7,7,12434,10641,10963,9437,7987,8227,2860,2528,2607,137,126,128,123,114,115,8.5,4.4,7.35,3.03,16005,20,25309,90,12,127,1092,900,1159,817,24,76
"""490490014024""","""Provo-Orem, UT""",1.00,1135.00,301.00,148.44,37,42,39,16,20,19,21,22,20,8.30,16.84,1.69,2,2,20023,17738,17384,7,7,6,12728,10991,10963,9676,8284,8315,2919,2585,2533,133,122,115,120,110,104,8.4,3.9,5.92,2.03,19453,25,30409,91,15,160,1214,836,1328,711,20,80
"""490351003082""","""Salt Lake City, UT""",1.00,2550.00,760.00,101.40,42,49,46,22,28,26,20,21,20,8.71,65.27,1.63,1,1,20504,18138,18661,7,7,7,12468,10679,10966,9294,7870,8072,2989,2643,2719,185,167,175,167,150,158,8.0,8.2,7.01,7.49,14011,36,28709,89,10,284,871,1147,1509,943,36,64
"""490351135143""","""Salt Lake City, UT""",1.00,1274.00,427.00,96.40,37,43,40,17,21,20,20,21,20,7.77,34.41,1.65,1,2,20127,17154,17916,8,7,7,12565,10562,10968,9425,7887,8172,2934,2500,2611,207,175,185,186,158,167,8.2,7.8,8.33,4.43,27317,2,51850,91,7,297,887,884,863,926,67,33
"""490532714002""","""St. George, UT""",1.00,1094.00,361.00,110.13,37,44,35,16,20,15,21,24,20,8.22,26.93,1.47,1,2,19278,17082,19122,3,3,3,10813,9653,10969,7981,7141,8163,2809,2489,2786,23,23,19,57,56,47,8.3,7.6,4.40,3.28,9153,37,19078,87,7,221,701,675,,675,25,75
"""490572013022""","""Ogden-Clearfield, UT""",1.00,1394.00,407.00,80.16,34,39,37,14,18,17,20,21,20,7.76,39.40,1.64,1,1,19272,17140,17648,6,6,6,12477,10640,10970,9391,7882,8136,2809,2498,2571,276,260,262,249,235,237,8.2,7.7,5.30,5.08,17134,41,26105,89,6,255,666,763,941,682,31,69
"""490111254033""","""Ogden-Clearfield, UT""",1.00,4672.00,1158.00,46265.29,56,66,63,28,35,33,28,31,30,13.11,0.33,2.43,2,2,28575,25698,26397,0,0,0,18059,16036,16365,13893,12292,12518,4165,3745,3846,0,0,0,0,0,0,0.2,1.2,1.72,0.03,4033,94,4490,85,321,3,6725,1474,1448,1678,89,11
"""490351049002""","""Salt Lake City, UT""",1.00,1808.00,626.00,100.38,42,49,46,22,27,25,20,21,20,7.89,49.22,1.67,1,2,18558,16459,16908,11,11,11,12505,10645,10971,9519,7974,8230,2705,2398,2464,281,272,278,254,246,251,7.9,7.6,6.12,6.24,32679,47,55223,92,8,211,787,1131,1476,854,45,55
"""490351118012""","""Salt Lake City, UT""",1.00,2379.00,925.00,173.96,40,46,43,20,25,23,20,21,20,7.25,38.54,1.67,1,2,19280,16873,17446,9,8,8,12560,10588,10978,9531,7929,8228,2810,2459,2542,218,201,208,197,181,187,8.1,7.9,8.77,5.32,33328,20,60017,92,9,353,721,1021,1095,925,56,44
"""490039604001""","""Ogden-Clearfield, UT""",1.00,1576.00,538.00,128742.70,47,55,53,19,23,22,28,31,30,11.71,0.05,2.42,2,2,28144,25512,26149,1,1,1,17977,16065,16368,13832,12314,12523,4103,3717,3810,42,33,35,38,30,31,0.4,0.7,0.06,0.00,523,87,680,79,519,2,6527,994,1156,480,76,24
"""490351128172""","""Salt Lake City, UT""",1.00,2988.00,1187.00,1296.79,45,53,50,25,32,29,20,22,20,8.21,7.51,1.65,1,2,19655,17527,17965,8,7,8,12448,10712,10980,9392,7970,8170,2865,2554,2618,191,188,192,172,169,173,8.3,5.2,5.63,0.92,18106,24,43717,92,19,75,1259,1319,1683,1233,19,81
"""490490018032""","""Provo-Orem, UT""",1.00,934.00,381.00,76.77,36,42,39,16,20,18,21,22,20,7.36,36.55,1.70,2,2,20097,17889,17582,6,6,5,12765,10997,10981,9734,8292,8325,2930,2607,2562,101,98,94,92,89,85,8.7,4.1,6.06,4.96,19517,33,30025,91,6,258,619,819,1305,698,20,80
"""490439643071""","""Summit Park, UT""",1.00,288.00,186.00,334.99,33,39,53,19,24,32,14,15,20,6.87,3.81,1.68,2,1,20807,18063,19505,6,4,5,12642,11259,10990,9607,8625,8146,3033,2633,2842,2,1,2,338,253,309,8.4,4.5,3.44,0.56,4024,0,7150,85,18,92,1003,1443,1245,1526,30,70
"""490351126101""","""Salt Lake City, UT""",1.00,1671.00,679.00,159.61,42,49,46,22,27,25,20,21,20,7.10,30.20,1.66,1,2,18952,16766,17251,12,12,12,12527,10657,10994,9460,7923,8182,2763,2443,2514,305,292,299,275,263,269,8.4,5.8,9.20,4.25,26911,24,38895,91,8,196,831,1129,1409,927,42,58
"""490251301003""",,1.00,1055.00,322.00,101357.39,56,67,53,24,30,22,33,38,31,11.63,0.04,2.31,2,2,25446,22974,26142,2,2,2,16327,15168,16699,12591,11792,12861,3708,3348,3809,29,28,29,24,24,25,0.2,0.3,0.40,0.00,319,91,353,77,600,3,4792,994,1045,803,79,21
"""490351123011""","""Salt Lake City, UT""",1.00,830.00,327.00,46.08,37,43,40,17,21,20,20,21,20,7.75,55.02,1.63,1,2,20665,17712,18420,5,4,4,12458,10689,10995,9328,8018,8211,3012,2581,2684,118,90,100,107,81,91,7.9,8.5,14.79,7.10,28622,21,58813,91,12,182,1118,889,889,,55,45
"""490351119033""","""Salt Lake City, UT""",1.00,1423.00,638.00,168.37,41,48,45,21,26,24,20,21,20,6.65,25.20,1.69,1,2,18843,16769,17205,6,6,6,12550,10656,10995,9644,8058,8330,2747,2443,2507,159,154,158,143,139,142,7.8,8.3,7.79,3.79,33098,45,66291,92,12,179,874,1096,1389,885,42,58
"""490351115001""","""Salt Lake City, UT""",1.00,1820.00,710.00,1861.61,34,40,37,15,18,17,20,22,20,6.75,2.57,1.66,1,2,18173,16469,16778,13,12,13,12426,10715,10998,9455,8004,8237,2649,2400,2445,322,310,317,290,280,286,7.9,8.2,17.82,0.38,22901,41,67812,92,14,103,1026,752,798,734,28,72
"""490419751004""",,1.00,1069.00,365.00,63072.23,63,73,54,27,34,23,36,40,31,11.45,0.07,2.34,2,2,26620,23969,26240,1,1,2,16618,14730,16704,12712,11210,12850,3879,3494,3824,27,26,30,23,22,26,0.1,0.7,0.81,0.01,301,96,364,76,203,6,2564,1036,1040,963,94,6
"""490279741001""",,1.00,1811.00,515.00,297730.07,54,65,52,21,27,21,33,38,31,12.04,0.02,2.39,2,2,26933,24510,26048,1,2,2,16934,15772,16705,12983,12173,12881,3924,3571,3795,26,28,28,23,24,24,0.4,0.3,0.31,0.00,289,94,364,77,515,3,4356,922,994,746,71,29
"""490351134061""","""Salt Lake City, UT""",1.00,2160.00,678.00,161.26,39,45,42,18,23,21,20,21,20,7.76,32.63,1.67,1,2,19753,17555,18023,6,5,6,12564,10678,11010,9540,7986,8244,2879,2558,2626,144,134,140,130,121,126,7.8,8.0,6.26,4.20,22461,36,42278,90,15,111,1477,956,1151,838,38,62
"""490050005012""","""Logan, UT-ID""",1.00,1371.00,559.00,121.64,38,45,34,15,19,14,23,26,20,7.08,32.53,1.63,1,2,19292,17179,17770,4,3,3,11750,10439,11032,8871,7874,8383,2811,2503,2589,69,62,60,58,53,51,8.6,3.5,7.13,4.60,12607,27,22363,90,9,132,778,625,903,569,17,83
"""490351111021""","""Salt Lake City, UT""",1.00,2228.00,1086.00,169.94,41,47,44,21,26,24,20,21,20,6.90,44.10,1.68,1,2,19800,17411,17972,6,5,6,12644,10652,11037,9606,7978,8275,2886,2537,2619,152,136,143,137,123,129,7.9,8.5,8.10,6.39,26677,26,51196,90,8,203,819,1070,1296,790,55,45
"""490050008003""","""Logan, UT-ID""",1.00,934.00,414.00,166.87,38,45,34,15,19,14,23,26,20,7.04,17.47,1.62,1,2,19413,17312,17899,5,4,4,11741,10447,11039,8830,7845,8353,2829,2523,2608,82,79,77,70,68,66,8.5,3.5,3.65,2.48,12752,28,21393,90,9,153,755,622,,622,17,83
"""490572104041""","""Ogden-Clearfield, UT""",1.00,887.00,321.00,3651.46,56,66,63,29,36,34,27,30,29,11.65,1.02,2.29,2,2,28060,25329,25991,0,0,0,17140,15136,15469,13050,11445,11682,4090,3691,3787,0,0,0,0,0,0,1.5,1.0,0.20,0.09,3108,95,3844,85,74,8,2535,1542,1670,1036,80,20
"""490490011082""","""Provo-Orem, UT""",1.00,1936.00,670.00,179.30,37,43,39,16,20,19,21,22,20,7.58,28.31,1.73,2,2,19800,17593,17275,5,5,4,12883,11083,11045,9900,8432,8449,2886,2563,2517,97,87,79,87,79,71,8.7,2.5,7.55,3.74,17553,24,29864,92,8,200,754,834,1045,787,18,82
"""490490020002""","""Provo-Orem, UT""",1.00,2536.00,846.00,118.90,39,45,41,18,23,21,21,22,21,8.33,59.27,1.73,2,2,20164,17881,17534,6,6,5,12911,11094,11051,9862,8388,8401,2939,2605,2555,110,101,95,99,91,85,8.6,4.0,8.66,7.12,21518,29,32374,92,7,161,697,935,1272,822,25,75
"""490351129142""","""Salt Lake City, UT""",1.00,2509.00,974.00,132.99,42,49,46,22,27,25,20,22,21,7.59,55.59,1.69,1,2,19325,17062,17553,6,6,6,12643,10716,11056,9666,8081,8343,2817,2486,2558,160,149,155,144,134,140,8.4,6.5,14.82,7.32,24973,30,32962,90,6,298,687,1125,1589,798,41,59
"""490351049001""","""Salt Lake City, UT""",1.00,762.00,329.00,91.29,40,46,43,19,24,22,20,22,21,7.54,27.16,1.68,1,2,18600,16504,16953,13,12,12,12605,10728,11062,9576,8015,8278,2711,2405,2470,318,309,314,286,279,283,7.7,7.9,5.40,3.60,32166,52,60053,92,5,273,716,1006,1155,844,52,48
"""490572016002""","""Ogden-Clearfield, UT""",1.00,1136.00,477.00,92.48,34,39,38,15,18,17,20,21,21,7.41,38.24,1.65,1,1,19827,17566,18107,7,6,7,12594,10729,11065,9400,7893,8146,2890,2560,2638,304,276,281,274,249,253,8.0,8.0,5.78,5.16,16367,34,25023,88,10,166,856,777,1050,622,36,64
"""490490023001""","""Provo-Orem, UT""",1.00,1262.00,339.00,121.01,39,45,42,18,23,21,21,22,21,9.19,25.75,1.71,2,2,20778,18390,18008,4,4,4,12835,11089,11073,9734,8342,8386,3029,2680,2624,73,67,63,65,61,57,8.8,2.7,7.34,2.80,16910,18,23383,91,7,222,934,947,1022,927,21,79
"""490159765003""",,1.00,1244.00,401.00,1654221.31,55,64,51,22,27,20,33,37,31,10.71,0.00,2.33,2,2,25452,22953,25009,3,3,3,16414,14750,16502,12656,11357,12811,3709,3346,3644,49,47,47,42,40,40,0.4,1.0,0.89,0.00,223,71,271,75,1654,1,6632,896,1071,504,69,31
"""490351035003""","""Salt Lake City, UT""",1.00,1505.00,576.00,108.31,43,50,46,22,28,26,20,22,21,7.54,40.11,1.70,1,2,18949,16837,17292,8,8,8,12656,10728,11075,9683,8066,8344,2762,2453,2520,211,208,211,190,187,190,7.7,8.4,6.47,5.32,34143,51,65079,92,6,189,644,1164,1443,873,51,49
"""490379420002""",,1.00,1417.00,366.00,372586.47,69,81,52,28,35,22,41,45,31,11.15,0.01,2.35,2,2,27580,24884,25348,2,2,3,16829,15009,16504,12766,11338,12760,4019,3627,3694,44,44,51,37,37,43,0.3,1.6,0.09,0.00,202,69,231,74,373,5,3917,981,994,625,96,4
"""490111269016""","""Ogden-Clearfield, UT""",1.00,443.00,164.00,254.67,35,41,39,16,19,18,20,21,21,7.40,4.76,1.67,1,2,19706,17696,18172,6,6,6,12518,10767,11078,9534,8074,8317,2873,2578,2648,111,115,114,100,104,102,8.4,5.8,3.41,0.64,14843,36,20357,89,9,152,942,826,,826,20,80
"""490451307012""","""Salt Lake City, UT""",1.00,1605.00,415.00,20681.45,57,67,63,28,35,32,29,32,31,12.67,0.25,2.46,2,2,28859,25987,26700,0,0,0,18224,16161,16511,14017,12375,12620,4207,3787,3891,0,0,0,0,0,0,0.0,2.3,2.20,0.02,2287,99,2758,83,291,5,2640,1437,1437,,95,5
"""490039608011""","""Ogden-Clearfield, UT""",1.00,691.00,244.00,22564.19,52,61,58,23,29,28,29,32,31,11.49,0.12,2.46,2,2,28611,25807,26488,0,0,0,18230,16179,16512,14045,12416,12647,4171,3760,3860,15,3,5,14,3,5,0.2,0.9,0.50,0.01,1421,96,1447,81,178,5,2922,1243,1292,753,91,9
"""490490009011""","""Provo-Orem, UT""",1.00,1637.00,612.00,115.16,38,44,40,17,21,19,21,22,21,7.34,38.99,1.73,2,2,20426,18118,17762,5,4,4,12953,11137,11096,9889,8419,8436,2978,2640,2588,87,78,72,78,71,65,8.7,3.4,9.37,5.31,18225,24,28725,91,7,228,690,870,1246,756,23,77
"""490490007031""","""Provo-Orem, UT""",1.00,1855.00,623.00,124.02,39,45,41,18,22,21,21,23,21,8.14,40.87,1.72,2,2,20796,18381,17975,5,5,4,12975,11159,11108,9847,8396,8412,3031,2678,2619,96,84,77,87,76,70,8.7,3.1,9.81,5.02,17337,16,27373,91,10,289,863,926,1230,825,25,75
"""490011001001""",,1.00,525.00,220.00,326215.78,53,63,49,19,24,18,33,39,31,9.74,0.01,2.36,2,2,26295,24010,25563,2,2,2,16732,15616,16536,12869,12083,12777,3831,3499,3725,32,35,34,27,30,29,1.1,0.3,0.29,0.00,264,90,315,76,417,3,4644,816,816,,62,38
"""490490019001""","""Provo-Orem, UT""",1.00,1492.00,177.00,128.94,35,40,37,14,17,16,21,22,21,7.98,10.96,1.72,2,2,19960,17698,17361,7,7,6,12881,11136,11111,9845,8439,8468,2910,2579,2530,126,119,113,114,107,102,8.3,4.4,7.44,1.37,22117,35,34134,92,12,149,876,719,,719,24,76
"""490351110022""","""Salt Lake City, UT""",1.00,2062.00,915.00,214.65,46,53,50,25,32,29,20,22,21,7.10,30.27,1.70,1,2,19720,17655,18090,4,4,4,12692,10779,11112,9717,8107,8373,2875,2573,2636,101,99,103,91,90,93,8.1,7.5,15.01,4.26,22969,36,35370,90,10,230,1006,1318,1824,1040,36,64
"""490351124042""","""Salt Lake City, UT""",1.00,2727.00,999.00,322.90,40,46,43,20,25,23,20,22,21,7.62,23.58,1.67,1,2,18600,16711,17082,14,14,14,12609,10818,11116,9543,8034,8273,2711,2435,2489,355,349,354,320,314,319,7.9,5.9,4.60,3.09,26450,44,40778,91,12,172,1010,1025,1198,935,34,66
"""490532701003""","""St. George, UT""",1.00,1841.00,517.00,59354.46,64,77,61,32,40,30,33,38,31,12.03,0.10,2.32,2,2,26842,24274,26386,1,1,1,16567,15338,16546,12648,11793,12692,3911,3537,3845,8,8,8,19,19,20,0.1,0.4,0.67,0.01,485,98,490,78,373,3,3511,1343,1392,1103,83,17
"""490532703003""","""St. George, UT""",1.00,2504.00,753.00,32278.07,64,77,61,32,40,30,33,38,31,12.34,0.29,2.32,2,2,27265,24594,26791,0,0,0,16599,15325,16546,12624,11739,12640,3973,3584,3904,2,2,3,5,4,7,0.0,0.5,0.49,0.02,784,100,932,80,419,3,4140,1345,1310,1606,88,12
"""490351028021""","""Salt Lake City, UT""",1.00,1241.00,349.00,744.05,40,46,43,19,24,22,20,22,21,7.12,3.34,1.67,1,2,19247,17278,17668,9,9,9,12576,10868,11121,9538,8115,8310,2806,2518,2574,233,235,237,210,212,214,7.7,8.3,3.44,0.47,21892,47,65265,92,18,74,1229,1002,1141,957,24,76
"""490299701001""","""Ogden-Clearfield, UT""",1.00,3269.00,867.00,220943.40,65,78,74,37,46,43,29,32,31,12.46,0.05,2.46,2,2,28424,25701,26361,1,1,1,18202,16247,16558,14040,12489,12703,4143,3745,3841,18,13,14,16,11,12,0.2,1.3,0.78,0.00,695,89,916,79,497,3,4272,1952,2108,1176,83,17
"""490211107013""","""Cedar City, UT""",1.00,809.00,320.00,122.01,38,43,31,12,15,10,25,27,21,7.62,19.99,1.49,1,2,20565,18181,19682,2,1,1,11110,9632,11133,8086,6959,8244,2997,2650,2868,28,22,21,24,19,17,8.5,5.1,4.09,2.62,6009,14,6916,85,14,189,1087,447,,447,20,80
"""490351028023""","""Salt Lake City, UT""",1.00,2327.00,546.00,409.79,42,49,46,22,28,25,20,22,21,9.20,12.26,1.65,1,2,20391,18113,18623,8,8,8,12630,10844,11145,9448,8003,8225,2972,2639,2714,209,201,206,189,181,186,7.4,8.5,7.53,1.33,18790,33,55838,91,29,73,1455,1143,1490,943,37,63
"""490559791001""",,1.00,1367.00,420.00,158451.05,65,76,50,25,31,19,40,44,31,11.66,0.03,2.26,2,2,26154,23632,26074,1,1,1,16142,14376,16468,12316,10914,12650,3811,3445,3799,15,17,18,13,14,16,0.5,0.7,0.32,0.00,643,84,711,79,419,3,4011,853,934,544,79,21
"""490351133083""","""Salt Lake City, UT""",1.00,1337.00,498.00,161.16,39,45,42,19,23,22,20,22,21,7.57,23.40,1.67,1,2,20035,17664,18197,10,9,9,12703,10816,11158,9536,8012,8269,2921,2574,2652,247,231,238,222,208,214,7.7,7.9,4.50,3.09,23236,32,47867,91,13,179,1007,970,1151,804,48,52
"""490351112021""","""Salt Lake City, UT""",1.00,2733.00,1012.00,373.56,42,49,46,21,27,25,20,22,21,8.05,21.80,1.70,1,2,19876,17663,18148,4,4,4,12743,10827,11171,9734,8145,8415,2897,2574,2644,112,108,112,101,97,101,7.9,7.5,15.75,2.71,26141,32,39156,90,14,154,1223,1113,1370,940,40,60
"""490351119041""","""Salt Lake City, UT""",1.00,921.00,423.00,104.05,42,48,45,21,26,24,21,22,21,7.61,30.93,1.71,1,2,19901,17508,18076,7,6,6,12803,10789,11186,9736,8083,8393,2901,2551,2634,166,155,159,150,140,144,7.6,8.6,7.34,4.07,31662,31,66207,91,9,172,920,1091,1188,929,63,37
"""490111269023""","""Ogden-Clearfield, UT""",1.00,2649.00,934.00,288.95,40,46,45,20,25,24,20,21,21,8.25,26.67,1.70,1,2,19989,17886,18386,6,6,6,12704,10862,11191,9680,8149,8405,2914,2606,2679,110,107,107,99,96,96,8.2,5.7,5.59,3.23,14565,35,18307,88,8,217,761,1070,1229,1005,29,71
"""490211106001""","""Cedar City, UT""",1.00,600.00,339.00,133.68,38,43,31,12,15,10,25,28,21,7.83,19.85,1.50,1,2,20501,18412,19812,1,1,0,11135,9683,11195,8138,6988,8303,2987,2684,2887,9,11,5,8,10,5,8.4,5.9,4.01,2.54,5879,36,7978,85,8,154,748,446,,446,14,86
"""490351135134""","""Salt Lake City, UT""",1.00,2963.00,909.00,224.04,41,48,45,21,26,24,21,22,21,8.56,34.73,1.71,2,2,19527,17373,17819,5,5,5,12761,10872,11195,9781,8212,8465,2846,2531,2597,134,128,134,121,116,120,7.9,6.9,14.13,4.06,26043,42,35441,90,11,160,1063,1074,1470,849,36,64
"""490351126122""","""Salt Lake City, UT""",1.00,1514.00,659.00,230.48,41,47,44,20,26,24,20,22,21,6.94,19.83,1.69,2,2,20053,17552,18117,7,7,7,12724,10894,11200,9622,8168,8385,2923,2558,2640,179,169,175,161,152,158,8.2,6.0,7.53,2.86,23805,28,35035,91,8,214,770,1058,1225,940,41,59
"""490532702002""","""St. George, UT""",1.00,1919.00,538.00,190262.09,60,72,56,27,34,25,33,38,31,11.92,0.03,2.35,2,2,26596,24009,26119,1,1,2,16675,15479,16662,12789,11970,12846,3875,3498,3806,10,10,11,25,25,26,0.3,0.4,0.76,0.00,346,89,400,77,446,3,3501,1135,1206,826,81,19
"""490532701002""","""St. George, UT""",1.00,648.00,295.00,69673.39,67,81,63,34,43,32,33,38,31,9.95,0.04,2.34,2,2,26664,24173,26251,1,1,1,16648,15478,16666,12755,11947,12832,3885,3522,3825,8,9,9,20,21,21,0.3,0.2,0.13,0.00,455,95,428,78,524,3,4662,1439,1630,857,75,25
"""490490017023""","""Provo-Orem, UT""",1.00,1569.00,346.00,75.16,44,51,47,23,28,26,21,23,21,8.85,40.75,1.77,2,2,19930,17758,17459,4,4,3,13085,11245,11206,10108,8591,8604,2905,2588,2544,72,66,59,65,59,53,8.5,4.2,6.75,4.60,17958,41,25536,91,4,324,580,1174,,1174,25,75
"""490351038002""","""Salt Lake City, UT""",1.00,1367.00,493.00,106.20,47,55,51,27,33,31,21,22,21,8.00,37.14,1.70,1,2,18983,16898,17344,11,11,11,12755,10875,11206,9705,8137,8398,2767,2462,2527,283,276,281,255,249,253,7.5,7.7,4.84,4.64,31347,53,44699,91,9,182,796,1375,1662,1116,47,53
"""490399721001""",,1.00,1465.00,475.00,127455.27,63,76,59,30,37,28,33,38,31,11.40,0.04,2.35,2,2,26784,24084,26188,1,1,1,16703,15469,16679,12779,11940,12840,3903,3509,3816,21,19,23,18,17,20,0.3,0.3,0.31,0.00,408,86,486,78,312,6,3478,1258,1298,955,88,12
"""490490020001""","""Provo-Orem, UT""",1.00,1368.00,314.00,70.38,40,47,43,19,24,22,21,23,21,9.84,43.91,1.68,2,2,21702,19154,18754,2,2,1,12778,11175,11209,9576,8357,8453,3164,2791,2733,39,27,22,35,25,20,8.6,3.5,4.57,4.46,20098,22,27644,91,12,246,1051,996,,996,20,80
"""490050008004""","""Logan, UT-ID""",1.00,988.00,485.00,89.64,43,51,39,19,24,18,24,26,21,7.05,38.16,1.67,1,2,19715,17392,18021,4,3,3,12009,10606,11214,9065,8013,8532,2873,2534,2626,71,59,56,60,50,48,8.6,3.5,7.96,5.41,12366,18,19878,90,6,236,607,810,1232,614,32,68
"""490351035002""","""Salt Lake City, UT""",1.00,1625.00,738.00,109.27,46,54,50,25,32,29,21,22,21,7.65,51.70,1.72,2,2,19129,17007,17466,9,9,9,12805,10866,11216,9791,8169,8448,2788,2478,2545,225,218,222,203,197,200,7.3,8.5,5.95,6.75,33555,60,59148,91,7,269,713,1321,1767,788,54,46
"""490351108002""","""Salt Lake City, UT""",1.00,1356.00,636.00,303.37,45,53,49,25,31,28,21,22,21,6.85,14.36,1.70,1,2,20164,17930,18431,6,5,6,12792,10868,11220,9708,8117,8392,2939,2613,2686,144,138,142,130,124,128,7.6,8.3,5.89,2.10,24019,35,43939,90,14,106,1060,1275,1664,940,46,54
"""490351135091""","""Salt Lake City, UT""",1.00,3302.00,1131.00,221.57,35,40,37,14,18,17,21,22,21,8.25,42.13,1.69,1,2,20576,17581,18358,8,6,7,12878,10776,11220,9676,8055,8373,2999,2562,2675,203,160,173,183,144,156,8.1,7.0,8.50,5.10,25416,0,55588,92,5,315,705,744,695,899,76,24
"""490351049003""","""Salt Lake City, UT""",1.00,731.00,336.00,133.51,40,47,44,20,25,23,21,22,21,6.81,17.14,1.71,2,2,18825,16880,17265,10,10,10,12760,10926,11223,9761,8206,8446,2744,2460,2516,255,260,262,230,235,236,7.7,7.7,5.20,2.52,31940,62,59009,92,7,235,681,1020,1355,803,39,61
"""490351133081""","""Salt Lake City, UT""",1.00,1810.00,399.00,84.99,39,45,42,18,23,21,21,22,21,8.77,41.17,1.71,2,2,19385,17339,17757,8,7,7,12783,10894,11225,9763,8186,8449,2826,2526,2587,195,182,188,176,164,170,7.3,7.3,4.40,4.69,23894,54,56459,92,12,226,1293,942,,942,43,57
"""490351133072""","""Salt Lake City, UT""",1.00,1940.00,507.00,127.99,40,46,43,19,24,22,21,22,21,9.37,37.12,1.72,2,2,20809,18626,19074,4,4,4,12979,11068,11383,9835,8243,8492,3033,2714,2779,110,111,112,99,100,101,7.4,8.2,4.17,3.96,21431,59,62599,92,8,175,858,998,1138,893,43,57
"""490050005022""","""Logan, UT-ID""",1.00,2382.00,819.00,513.56,44,52,40,20,25,19,24,27,21,9.09,14.50,1.65,1,2,21548,19113,19768,1,1,1,12136,10786,11390,8976,7983,8493,3140,2785,2880,20,17,17,17,15,14,8.2,3.4,6.83,1.59,10610,12,22953,91,22,98,1072,838,1049,761,27,73
"""490351033003""","""Salt Lake City, UT""",1.00,1226.00,608.00,107.70,43,50,46,22,27,25,21,22,21,6.95,39.26,1.74,2,2,19095,17001,17451,12,11,12,12988,11033,11392,9907,8268,8556,2783,2477,2543,298,288,293,269,260,264,6.8,8.0,5.76,5.65,33115,70,57758,91,6,250,635,1137,1417,671,63,38
"""490572008003""","""Ogden-Clearfield, UT""",1.00,1256.00,357.00,106.99,37,42,41,16,20,19,20,22,21,8.65,28.85,1.71,2,2,19925,17856,18348,6,6,6,12919,11060,11392,9757,8207,8467,2905,2602,2673,258,252,251,233,227,227,7.6,7.6,4.57,3.34,17882,60,28328,89,7,173,713,871,1121,733,36,64
"""490351043002""","""Salt Lake City, UT""",1.00,1495.00,636.00,131.97,47,55,51,26,32,30,21,22,21,7.59,36.60,1.73,2,2,20654,18428,18924,4,4,4,12985,11058,11393,9872,8273,8532,3011,2685,2757,103,100,103,92,90,93,7.7,8.0,11.56,4.82,20179,42,26267,88,9,237,977,1342,1780,998,44,56
