blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490351019001""","""Salt Lake City, UT""",1.00,1486.00,880.00,86.41,31,35,33,14,18,17,16,17,17,4.14,42.12,1.31,1,1,15306,13161,13624,22,21,21,10245,8696,8953,7462,6264,6438,2231,1918,1985,552,515,530,497,464,478,9.1,8.8,11.15,10.18,33568,2,92448,92,14,156,965,743,1210,667,14,86
"""490351016001""","""Salt Lake City, UT""",1.00,645.00,414.00,43.84,31,35,33,14,18,16,17,18,17,5.03,47.47,1.34,1,1,15169,13299,13662,18,17,18,10290,8712,8958,7623,6339,6522,2211,1938,1991,456,435,446,411,392,402,9.1,9.2,15.82,9.44,29626,19,62391,90,6,190,692,728,,728,12,88
"""490351014002""","""Salt Lake City, UT""",1.00,1681.00,648.00,336.09,30,34,32,13,17,15,16,18,17,5.19,10.01,1.32,1,1,15527,13622,14005,18,17,18,10244,8740,8973,7527,6324,6488,2263,1985,2041,454,432,444,409,390,400,9.0,9.3,10.12,1.93,25240,4,55789,89,22,99,1117,693,,693,0,100
"""490351011023""","""Salt Lake City, UT""",1.00,982.00,632.00,45.54,35,40,38,18,23,21,17,17,17,4.63,64.25,1.34,1,1,15447,13386,13819,19,17,18,10345,8693,8982,7625,6312,6523,2252,1950,2014,468,430,445,422,388,401,9.3,8.8,18.97,13.88,31679,6,94071,92,5,253,543,955,1531,777,24,76
"""490351008001""","""Salt Lake City, UT""",1.00,1008.00,460.00,62.88,32,37,35,16,20,18,17,18,17,5.55,40.63,1.31,1,1,15633,13542,13988,24,22,23,10341,8790,9057,7469,6266,6452,2279,1973,2038,593,551,567,535,497,511,9.1,8.8,9.65,7.32,29796,8,93471,92,6,274,628,809,894,780,26,74
"""490351014003""","""Salt Lake City, UT""",1.00,2380.00,269.00,640.29,33,38,35,16,20,18,17,18,17,,,1.33,1,1,15716,13813,14196,20,19,20,10393,8944,9156,7600,6453,6597,2291,2013,2068,502,478,490,453,431,442,9.0,9.5,13.01,0.42,20180,4,52913,89,19,105,1086,828,,828,0,100
"""490490101102""","""Provo-Orem, UT""",1.00,824.00,211.00,294.19,64,76,70,36,45,41,29,32,29,13.05,9.36,2.37,2,2,29193,26304,25723,0,0,0,17766,15603,15463,13510,11771,11715,4255,3833,3748,0,0,0,0,0,0,1.0,0.3,1.07,0.72,7889,100,9135,89,42,46,1573,1839,1839,,94,6
"""490490105032""","""Provo-Orem, UT""",1.00,2936.00,534.00,13854.57,50,58,53,21,27,25,28,31,29,10.44,0.40,2.32,2,2,29106,26275,25701,0,0,0,17503,15537,15455,13260,11708,11710,4243,3829,3745,0,0,0,0,0,0,2.4,0.2,2.02,0.04,3291,71,5355,87,106,8,2483,1107,1191,836,76,24
"""490351116002""","""Salt Lake City, UT""",1.00,1647.00,723.00,421.95,34,39,36,17,21,19,17,18,17,5.28,9.05,1.39,1,1,15643,13963,14263,17,16,17,10671,9104,9347,7964,6656,6847,2280,2035,2078,427,413,422,385,373,381,9.2,8.5,12.90,1.71,27807,9,64384,91,11,94,930,860,,860,3,97
"""490351135144""","""Salt Lake City, UT""",1.00,1981.00,744.00,75.31,34,39,36,17,21,19,17,18,17,6.22,61.44,1.42,1,1,16420,14152,14642,11,10,11,10779,9070,9348,8106,6755,6950,2394,2062,2134,279,252,264,252,228,238,9.4,8.5,35.98,9.88,27839,0,59333,91,4,359,572,856,,856,17,83
"""490351008002""","""Salt Lake City, UT""",1.00,596.00,374.00,46.32,39,46,43,22,27,25,17,18,17,4.52,36.51,1.34,1,1,16589,14341,14850,24,22,23,10675,9052,9351,7658,6411,6618,2418,2090,2164,599,552,568,540,497,513,8.9,8.7,32.73,8.07,29097,5,92561,92,7,235,696,1140,1193,1110,36,64
"""490351135122""","""Salt Lake City, UT""",1.00,1442.00,701.00,177.70,36,41,39,18,23,21,17,18,17,5.94,23.42,1.42,1,1,16600,14465,14909,10,9,10,10762,9134,9389,8090,6796,6974,2420,2108,2172,252,231,242,228,208,218,9.2,8.2,9.95,3.94,26982,0,57211,91,18,94,1071,956,,956,1,99
"""490351005005""","""Salt Lake City, UT""",1.00,1512.00,595.00,68.58,34,39,37,17,21,19,17,18,17,6.11,53.02,1.42,1,1,16845,14688,15143,10,9,10,10809,9160,9404,8097,6787,6953,2455,2140,2207,256,233,244,231,210,220,9.4,8.5,14.75,8.68,18973,0,41784,90,5,553,861,863,,863,5,95
"""490351015003""","""Salt Lake City, UT""",1.00,1231.00,517.00,57.50,41,48,45,24,30,28,17,18,17,5.73,51.56,1.42,1,1,16021,14029,14440,15,14,14,10798,9138,9420,8093,6750,6960,2335,2044,2104,369,344,356,333,310,321,8.9,9.2,8.90,8.99,30421,19,67767,91,10,222,821,1238,2729,871,20,80
"""490351015004""","""Salt Lake City, UT""",1.00,542.00,253.00,44.15,36,41,39,18,23,21,17,18,18,,,1.40,1,1,16400,14366,14794,18,17,17,10816,9174,9452,7977,6657,6861,2391,2093,2156,449,424,435,405,382,392,8.7,9.4,9.64,5.73,28157,23,64790,90,7,217,729,954,1833,625,27,73
"""490039604003""","""Ogden-Clearfield, UT""",1.00,1426.00,442.00,18778.85,46,54,51,19,24,23,27,30,29,11.67,0.27,2.28,2,2,27955,25305,25946,0,0,0,17075,15142,15460,13000,11455,11679,4075,3687,3781,0,0,0,0,0,0,1.7,1.6,0.42,0.02,1270,87,2067,82,114,7,2931,1020,1118,747,74,26
"""490351017002""","""Salt Lake City, UT""",1.00,995.00,518.00,43.35,33,37,35,15,19,17,17,18,18,5.33,63.74,1.41,1,1,16363,14218,14687,17,16,16,10880,9176,9480,8075,6715,6937,2385,2072,2140,420,390,403,379,352,363,8.9,9.0,14.12,11.95,32889,13,76154,91,7,340,711,782,944,716,29,71
"""490351119061""","""Salt Lake City, UT""",1.00,2655.00,963.00,121.59,37,42,40,19,24,22,17,19,18,6.71,53.15,1.42,1,1,16349,14264,14707,16,15,16,10874,9214,9492,8084,6750,6953,2383,2078,2143,408,386,396,368,348,358,9.1,8.4,11.26,7.92,31204,8,65817,92,10,205,926,988,1168,950,18,82
"""490351029001""","""Salt Lake City, UT""",1.00,2078.00,1000.00,326.48,27,31,29,10,12,11,18,19,18,4.23,12.96,1.43,1,1,15902,14049,14403,17,16,17,10901,9309,9557,8152,6850,7036,2318,2047,2099,431,412,422,389,372,380,9.0,8.1,8.72,3.06,27938,19,82607,93,7,196,738,500,883,436,14,86
"""490351017001""","""Salt Lake City, UT""",1.00,1446.00,814.00,86.59,33,38,36,15,19,18,18,19,18,5.66,53.23,1.42,1,1,16726,14512,15007,17,16,17,10951,9264,9562,8080,6745,6959,2438,2115,2187,433,404,417,391,365,376,8.8,9.0,14.99,9.40,31714,10,73417,91,11,229,845,800,,800,28,72
"""490351016002""","""Salt Lake City, UT""",1.00,1503.00,763.00,58.42,36,42,39,18,23,21,18,19,18,6.00,78.33,1.45,1,1,16355,14367,14776,14,13,14,11027,9301,9600,8288,6876,7104,2384,2093,2153,355,332,343,320,299,309,8.8,9.1,19.21,13.06,31787,25,66585,91,6,242,683,959,1329,819,27,73
"""490490018012""","""Provo-Orem, UT""",1.00,1272.00,393.00,31.43,30,35,32,12,15,14,18,19,18,7.36,92.08,1.48,1,1,17200,14974,14658,13,12,11,11197,9617,9645,8457,7225,7312,2507,2182,2136,233,210,197,210,189,178,9.5,4.6,14.99,12.50,21356,3,32539,91,5,285,581,634,,634,0,100
"""490351023001""","""Salt Lake City, UT""",1.00,1518.00,583.00,57.71,33,38,35,15,19,17,18,19,18,6.41,64.75,1.46,1,1,16467,14388,14819,13,12,12,11053,9369,9646,8331,6970,7174,2400,2097,2159,322,303,312,291,273,282,8.9,8.5,14.85,10.10,34158,22,95086,93,8,266,773,783,1337,630,22,78
"""490351020001""","""Salt Lake City, UT""",1.00,873.00,460.00,129.65,34,40,37,17,21,19,18,19,18,5.74,20.35,1.44,1,1,16201,14139,14567,19,18,18,11026,9399,9664,8200,6891,7085,2362,2060,2123,465,448,456,419,404,411,8.8,8.7,8.36,3.55,35470,24,93339,93,6,183,657,862,1224,721,28,72
"""490351121002""","""Salt Lake City, UT""",1.00,3047.00,1152.00,753.08,35,40,38,17,21,20,18,19,18,6.81,10.42,1.43,1,1,16180,14466,14782,19,18,19,11004,9411,9672,8169,6843,7049,2359,2108,2154,476,460,469,430,415,423,8.9,8.8,14.95,1.53,28832,15,61932,91,10,116,922,884,1418,789,15,85
"""490351011022""","""Salt Lake City, UT""",1.00,1283.00,638.00,67.44,31,36,34,14,17,16,18,19,18,6.14,58.06,1.45,1,1,17038,14878,15348,15,14,14,11124,9367,9685,8261,6851,7089,2484,2168,2236,379,349,360,342,314,325,8.8,8.8,11.17,9.46,28793,17,88161,92,5,247,617,701,,701,37,63
"""490351018001""","""Salt Lake City, UT""",1.00,1527.00,619.00,85.79,35,41,38,18,22,20,18,19,18,6.47,46.69,1.45,1,1,16722,14613,15067,16,15,15,11114,9412,9708,8281,6906,7127,2438,2129,2196,396,377,386,357,340,348,8.8,8.9,11.46,7.22,34293,18,76573,92,10,194,787,910,,910,29,71
"""490351148001""","""Salt Lake City, UT""",1.00,1378.00,469.00,5788.19,98,118,109,71,89,82,27,29,28,11.31,0.92,2.24,2,2,26289,23723,24368,0,0,0,16613,14424,14854,12769,10962,11297,3832,3457,3551,11,6,6,10,5,6,0.1,8.1,0.85,0.08,7175,93,16064,86,362,8,3799,3674,3674,,95,5
"""490351125023""","""Salt Lake City, UT""",1.00,2233.00,1019.00,163.37,40,47,44,22,27,25,19,20,19,6.67,41.60,1.54,1,1,17894,15624,16125,7,7,7,11598,9801,10108,8803,7358,7582,2608,2277,2350,186,167,176,168,150,159,9.2,7.2,12.26,6.24,26953,0,42452,91,9,173,800,1132,1359,1082,18,82
"""490351020003""","""Salt Lake City, UT""",1.00,858.00,446.00,44.17,33,37,35,15,18,17,18,19,18,5.84,59.02,1.47,1,1,16427,14566,14915,14,13,13,11135,9469,9726,8401,7016,7216,2395,2122,2173,339,331,337,306,299,304,8.7,8.5,10.35,10.10,34635,39,90481,93,7,275,695,760,1101,677,20,80
"""490351119062""","""Salt Lake City, UT""",1.00,1534.00,678.00,129.57,36,42,40,19,23,21,18,19,18,6.20,32.42,1.47,1,1,16431,14491,14877,14,14,14,11133,9464,9735,8382,7011,7217,2395,2112,2168,356,342,350,321,308,316,8.8,8.6,10.06,5.23,31162,24,64940,91,9,232,796,963,1388,863,19,81
"""490351133062""","""Salt Lake City, UT""",1.00,2050.00,1056.00,109.87,34,39,36,16,20,18,18,19,18,5.68,54.57,1.49,1,1,16768,14713,15125,9,8,8,11171,9480,9748,8507,7134,7331,2444,2144,2204,220,203,213,199,183,192,9.2,6.7,38.10,9.61,26897,4,49423,92,16,157,977,820,,820,3,97
"""490490018011""","""Provo-Orem, UT""",1.00,1525.00,464.00,31.66,32,37,34,14,17,16,18,20,18,7.09,103.95,1.50,1,1,17497,15214,14871,14,12,11,11362,9761,9776,8563,7326,7406,2551,2217,2167,248,218,202,224,196,183,9.4,4.6,14.10,14.66,21839,0,33176,91,8,323,736,711,,711,0,100
"""490351133063""","""Salt Lake City, UT""",1.00,1399.00,510.00,122.16,37,42,40,19,23,21,18,19,18,6.96,29.06,1.47,1,1,16747,14634,15064,13,12,12,11174,9521,9778,8418,7090,7275,2441,2132,2195,315,298,308,285,269,278,9.1,6.7,15.34,4.17,26304,9,47640,92,9,288,1049,963,1604,887,11,89
"""490351014001""","""Salt Lake City, UT""",1.00,868.00,271.00,1722.33,39,46,43,21,27,25,18,19,18,7.03,1.11,1.42,1,1,18325,16273,16715,13,12,12,11092,9546,9790,8104,6878,7047,2671,2371,2436,316,297,307,285,268,277,8.3,9.5,5.03,0.16,12152,10,39933,87,51,25,1466,1113,4001,793,10,90
"""490490018013""","""Provo-Orem, UT""",1.00,1147.00,342.00,31.33,29,33,30,10,13,12,18,20,18,7.57,82.65,1.51,1,1,17469,15253,14940,11,10,10,11391,9775,9792,8642,7369,7444,2546,2223,2177,203,183,170,183,165,154,9.4,4.7,16.52,10.92,20289,5,31440,91,5,306,581,533,,533,2,98
"""490351117022""","""Salt Lake City, UT""",1.00,1186.00,321.00,75.82,35,41,38,17,22,20,18,19,18,7.14,30.22,1.47,1,1,16980,14919,15352,13,13,13,11222,9517,9798,8413,7021,7233,2475,2174,2237,334,322,329,301,290,297,9.1,8.0,6.63,4.23,29469,12,65552,92,7,236,656,893,1297,786,21,79
"""490351007003""","""Salt Lake City, UT""",1.00,843.00,421.00,62.23,35,40,37,16,21,19,18,19,18,5.42,36.68,1.47,1,1,17224,15154,15582,13,12,13,11220,9517,9799,8384,7004,7214,2511,2208,2270,325,305,314,293,275,284,8.7,8.7,8.12,6.76,25575,22,76755,92,9,237,771,854,1412,682,24,76
"""490490014011""","""Provo-Orem, UT""",1.00,351.00,79.00,82.08,,,,,,,18,20,18,9.01,8.67,1.52,1,1,17559,15340,15023,9,8,7,11376,9787,9815,8659,7410,7494,2560,2235,2189,158,142,132,142,128,119,9.5,3.7,9.23,0.96,18323,0,30365,92,5,258,643,,,,0,100
"""490451308001""","""Salt Lake City, UT""",1.00,638.00,189.00,1299.33,48,55,52,21,26,24,27,30,28,11.35,1.65,2.26,2,2,27756,25066,25719,1,1,1,16940,14821,15188,12890,11165,11437,4046,3652,3748,5,4,4,4,3,4,1.2,2.1,1.52,0.15,1722,96,1834,82,62,19,2155,1063,1063,,87,13
"""490351015002""","""Salt Lake City, UT""",1.00,778.00,320.00,58.35,33,38,36,15,19,17,18,19,18,6.05,33.17,1.47,1,1,17088,15031,15465,14,13,14,11250,9551,9839,8403,7023,7239,2491,2190,2253,357,338,347,322,305,313,8.5,9.2,10.89,5.48,28865,28,65919,90,10,211,811,781,,781,29,71
"""490230101002""","""Provo-Orem, UT""",1.00,1335.00,374.00,10971.69,54,63,57,24,30,28,30,33,30,12.21,0.42,2.44,2,2,29771,27047,26447,1,0,0,18282,16211,16095,13932,12265,12235,4340,3941,3854,9,5,6,8,4,5,0.4,0.8,1.19,0.03,850,96,1089,80,134,10,2260,1241,1258,1075,91,9
"""490479682001""","""Vernal, UT""",1.00,2991.00,908.00,579942.91,52,62,62,26,32,32,27,30,30,11.62,0.02,2.40,2,2,27612,24908,25451,3,2,2,17748,15869,16098,13675,12200,12349,4025,3629,3709,48,40,40,41,34,34,0.7,1.5,0.09,0.00,294,72,371,76,580,3,4613,1428,1495,1181,79,21
"""490532701004""","""St. George, UT""",1.00,1477.00,517.00,41990.69,58,69,54,26,32,24,32,37,30,10.05,0.12,2.25,2,2,26553,23879,26051,1,1,1,16144,14891,16103,12267,11404,12299,3869,3480,3796,8,7,8,19,17,20,0.5,0.6,0.98,0.01,606,86,617,78,251,4,2829,1088,1150,733,85,15
"""490351015001""","""Salt Lake City, UT""",1.00,757.00,349.00,43.62,33,38,36,15,19,17,18,19,18,6.28,50.26,1.46,1,1,17892,15595,16124,16,15,15,11339,9570,9893,8327,6921,7156,2608,2272,2350,404,377,388,365,340,350,8.4,9.4,11.50,8.00,26432,22,64054,90,7,290,702,772,838,720,44,56
"""490490018021""","""Provo-Orem, UT""",1.00,1057.00,311.00,32.58,34,39,36,15,19,17,19,20,18,7.20,68.76,1.54,1,1,17456,15242,14928,12,11,10,11532,9906,9916,8778,7496,7565,2545,2221,2175,209,189,176,189,170,159,9.3,4.4,16.05,9.55,21673,9,32765,91,5,216,593,776,,776,5,95
"""490351012002""","""Salt Lake City, UT""",1.00,917.00,434.00,64.20,41,47,44,22,28,26,18,19,18,6.68,45.12,1.51,1,1,17275,15249,15670,12,11,11,11418,9640,9942,8611,7141,7375,2518,2222,2283,289,277,284,261,250,256,8.7,9.2,7.86,6.76,27539,33,61675,90,4,299,510,1163,1678,894,34,66
"""490572009003""","""Ogden-Clearfield, UT""",1.00,581.00,290.00,80.56,24,27,26,7,8,8,18,19,18,4.21,15.16,1.46,1,1,17123,15057,15548,10,10,10,11291,9645,9944,8346,7031,7254,2496,2194,2265,448,420,424,404,379,383,9.1,7.3,7.12,3.60,17592,10,29662,89,10,159,815,348,,348,4,96
"""490490016012""","""Provo-Orem, UT""",1.00,2255.00,396.00,83.52,33,38,35,14,18,16,19,20,18,7.12,33.76,1.52,1,1,18222,15933,15585,11,10,9,11519,9935,9955,8667,7436,7517,2656,2322,2271,195,177,167,176,160,151,9.2,4.3,16.26,4.74,20845,4,31631,91,12,153,922,738,,738,2,98
"""490351133053""","""Salt Lake City, UT""",1.00,3315.00,839.00,642.88,39,45,42,20,25,24,18,19,18,7.84,10.23,1.47,1,1,18249,16100,16566,13,12,13,11361,9686,9961,8375,7032,7232,2660,2346,2414,326,308,316,294,277,285,8.8,8.2,5.10,1.31,19673,2,64230,92,19,99,1114,1057,,1057,15,85
"""490490018014""","""Provo-Orem, UT""",1.00,2020.00,580.00,36.35,31,35,32,12,15,14,19,20,19,7.84,125.02,1.57,1,1,17459,15265,14959,10,8,8,11669,9987,9987,8952,7612,7670,2545,2224,2180,172,151,137,155,136,124,9.4,4.6,16.88,15.96,19517,7,29425,91,4,370,512,614,,614,5,95
"""490351124041""","""Salt Lake City, UT""",1.00,1745.00,750.00,219.14,36,42,39,18,23,21,18,20,19,6.22,21.29,1.50,1,1,17040,15170,15532,14,14,14,11412,9739,10002,8571,7178,7382,2484,2211,2263,358,350,357,323,316,322,9.0,6.3,15.10,3.42,26283,14,45605,92,10,140,1083,938,1286,893,11,89
"""490490019002""","""Provo-Orem, UT""",1.00,1198.00,522.00,80.37,32,36,33,13,16,15,19,20,19,6.43,41.75,1.55,1,1,17875,15610,15273,11,10,9,11630,10002,10007,8834,7557,7623,2606,2275,2225,191,171,159,172,154,143,9.2,4.3,12.22,6.49,22336,6,33800,92,9,215,728,669,,669,4,96
"""490490019003""","""Provo-Orem, UT""",1.00,2094.00,874.00,70.34,34,39,36,15,18,17,19,20,19,6.38,79.33,1.55,1,1,17638,15405,15082,12,11,10,11662,10009,10008,8872,7567,7627,2571,2245,2198,220,197,183,198,177,165,9.3,4.2,13.89,12.43,21980,10,32981,92,5,200,592,761,896,748,8,92
"""490351029002""","""Salt Lake City, UT""",1.00,1532.00,609.00,302.66,38,44,41,19,24,22,18,20,19,4.67,9.39,1.50,1,1,16341,14571,14896,17,16,17,11373,9764,10010,8569,7233,7423,2382,2123,2171,422,408,416,381,368,375,8.6,8.3,5.55,2.01,27044,35,72713,92,9,163,751,1003,929,1020,18,82
"""490111252001""","""Ogden-Clearfield, UT""",1.00,1359.00,373.00,153.12,39,46,44,21,27,25,18,19,19,7.50,18.27,1.52,1,1,18077,15825,16363,2,1,2,11341,9723,10015,8670,7389,7602,2635,2306,2384,36,28,29,33,26,26,9.4,5.3,3.34,2.44,13669,2,21802,89,5,175,643,1132,,1132,0,100
"""490532713001""","""St. George, UT""",1.00,943.00,218.00,102.90,37,44,35,18,22,17,19,22,19,8.86,18.76,1.33,1,1,17529,15259,17347,5,4,4,9816,8747,10028,7227,6492,7472,2554,2223,2528,34,32,29,83,77,70,9.0,7.3,7.30,2.12,9450,8,21019,88,9,168,806,758,,758,8,92
"""490351011011""","""Salt Lake City, UT""",1.00,890.00,512.00,59.13,39,46,43,21,26,24,19,20,19,6.39,55.35,1.53,1,1,17490,15396,15834,11,10,11,11553,9756,10062,8727,7250,7485,2549,2243,2307,277,263,270,250,237,243,8.6,8.9,10.02,8.66,29586,35,76555,92,4,271,505,1080,1643,748,37,63
"""490351121004""","""Salt Lake City, UT""",1.00,1413.00,510.00,129.03,39,45,42,20,25,23,19,20,19,7.22,28.55,1.49,1,1,17964,15621,16159,17,16,16,11557,9827,10131,8522,7157,7373,2619,2276,2355,416,394,403,375,355,364,8.6,8.5,10.98,3.95,27389,13,55539,91,10,316,947,1053,1125,1012,36,64
"""490351012004""","""Salt Lake City, UT""",1.00,1014.00,556.00,60.31,41,48,45,23,28,26,19,20,19,6.15,56.69,1.54,1,1,17646,15480,15952,11,10,11,11645,9808,10136,8799,7296,7548,2572,2256,2324,274,256,264,247,231,238,8.6,9.0,16.02,9.22,30204,30,70348,91,4,244,510,1174,1896,641,42,58
"""490351119043""","""Salt Lake City, UT""",1.00,1109.00,604.00,85.61,40,46,43,21,26,24,19,20,19,5.42,38.24,1.54,1,1,17682,15467,15963,9,8,8,11569,9735,10071,8774,7281,7536,2577,2254,2326,218,200,209,197,181,188,8.9,8.7,11.54,7.06,31572,9,64302,91,9,314,982,1086,1308,985,31,69
"""490490018022""","""Provo-Orem, UT""",1.00,1619.00,672.00,31.79,32,37,34,13,16,15,19,20,19,6.84,144.62,1.57,1,1,17837,15559,15219,10,9,8,11761,10078,10072,8977,7653,7712,2600,2267,2218,184,157,142,166,142,128,9.4,4.5,22.35,21.14,21316,4,32476,91,5,242,586,676,,676,6,94
"""490490018024""","""Provo-Orem, UT""",1.00,1304.00,368.00,31.15,33,38,35,14,18,16,19,20,19,8.22,97.15,1.57,1,1,17867,15704,15414,8,7,7,11704,10059,10076,8952,7641,7711,2605,2288,2246,147,130,119,133,118,107,9.3,4.3,14.27,11.81,19220,11,29376,91,6,329,772,737,,737,0,100
"""490351117013""","""Salt Lake City, UT""",1.00,1980.00,619.00,72.29,37,42,40,18,23,21,19,20,19,7.55,64.68,1.52,1,1,17465,15396,15832,13,12,12,11521,9784,10078,8661,7240,7463,2546,2243,2307,314,300,308,284,270,278,8.6,8.2,10.28,8.56,29971,22,64514,92,12,195,818,945,1283,832,25,75
"""490351120024""","""Salt Lake City, UT""",1.00,483.00,226.00,98.07,32,36,34,13,17,15,19,20,19,6.03,13.90,1.52,1,1,17389,15366,15783,13,13,13,11533,9809,10093,8666,7245,7462,2535,2239,2300,332,325,331,300,293,298,8.7,8.7,4.55,2.30,29471,27,61075,91,6,222,645,689,,689,28,72
"""490490018023""","""Provo-Orem, UT""",1.00,1729.00,434.00,48.59,30,34,31,11,13,12,19,20,19,8.00,71.49,1.59,1,1,18021,15792,15472,7,6,5,11831,10145,10143,9081,7737,7793,2627,2301,2254,124,107,96,112,97,87,9.4,4.5,15.98,8.93,20271,7,31191,91,5,263,590,548,,548,4,96
"""490351125024""","""Salt Lake City, UT""",1.00,658.00,182.00,99.56,38,43,41,19,24,22,19,20,19,7.88,14.40,1.54,1,1,18248,15896,16423,6,6,6,11618,9842,10145,8801,7384,7602,2660,2316,2393,157,142,150,141,128,135,9.1,6.7,3.17,1.83,28292,0,43857,91,10,134,767,982,,982,20,80
"""490351133102""","""Salt Lake City, UT""",1.00,1221.00,428.00,78.68,36,42,39,17,22,20,19,20,19,5.61,30.51,1.49,1,1,17654,15393,15897,19,18,19,11543,9862,10158,8480,7164,7373,2573,2243,2316,489,455,469,441,410,423,8.7,7.1,8.50,5.44,25196,7,46749,91,16,228,1114,901,1255,763,28,72
"""490351121003""","""Salt Lake City, UT""",1.00,1000.00,395.00,356.41,37,43,40,18,23,21,19,20,19,6.20,6.87,1.52,1,1,17471,15419,15841,14,13,14,11545,9910,10165,8658,7330,7517,2547,2247,2308,340,333,339,307,300,306,8.5,8.7,15.80,1.11,28389,25,61735,91,16,132,1247,958,683,1023,19,81
"""490351120013""","""Salt Lake City, UT""",1.00,872.00,431.00,81.64,33,38,35,14,18,16,19,20,19,6.03,31.81,1.51,1,1,18065,15675,16238,16,15,16,11647,9837,10176,8607,7172,7419,2633,2284,2366,406,381,390,366,344,352,8.6,8.7,6.40,5.28,30252,13,66156,91,6,306,715,737,,737,48,52
"""490572011001""","""Ogden-Clearfield, UT""",1.00,1985.00,879.00,957.00,30,34,33,12,14,14,18,19,19,4.80,4.41,1.48,1,1,17601,15534,16025,12,11,11,11524,9895,10189,8459,7163,7380,2566,2264,2335,499,469,474,450,423,427,9.0,6.7,10.28,0.92,14750,8,30749,90,12,77,941,614,,614,5,95
"""490399721006""",,1.00,1087.00,421.00,57507.93,56,68,53,24,31,23,32,37,30,9.82,0.07,2.25,2,2,26324,23785,25840,1,1,1,16088,14883,16140,12229,11393,12350,3836,3466,3765,23,24,25,20,21,21,1.1,0.3,0.43,0.01,383,90,428,77,146,8,2448,1025,1136,622,78,22
"""490439641012""","""Summit Park, UT""",1.00,787.00,269.00,28724.45,37,45,60,18,22,30,20,23,30,11.07,0.10,2.44,2,2,27576,24705,26290,1,0,0,17958,16562,16142,13938,12960,12311,4020,3601,3831,0,0,0,75,22,18,0.5,1.7,0.86,0.01,1060,89,1410,81,271,5,3672,1354,1517,543,83,17
"""490419753001""",,1.00,953.00,304.00,33071.32,63,74,54,28,35,24,35,38,30,11.03,0.10,2.24,2,2,26273,23625,25921,1,1,1,16040,14211,16146,12190,10748,12347,3828,3444,3777,21,19,22,18,16,19,0.7,0.5,1.91,0.01,429,84,549,78,212,4,1984,1094,1101,1054,86,14
"""490351027012""","""Salt Lake City, UT""",1.00,1651.00,634.00,99.77,36,42,39,17,22,20,19,20,19,6.68,42.48,1.55,1,1,18156,16043,16492,8,7,7,11705,9930,10216,8866,7413,7627,2647,2338,2403,192,179,186,173,162,168,8.9,8.1,21.49,6.35,18598,19,44094,90,5,231,638,899,1161,821,23,77
"""490351119051""","""Salt Lake City, UT""",1.00,1376.00,534.00,123.62,42,49,46,23,29,27,19,20,19,6.79,29.33,1.56,1,1,17726,15650,16094,10,9,10,11724,9894,10221,8894,7377,7633,2584,2280,2345,247,237,243,223,214,219,8.7,8.6,11.85,4.32,31410,23,64361,91,6,337,812,1215,1891,845,35,65
"""490351140001""","""Salt Lake City, UT""",1.00,1945.00,1238.00,779.17,39,45,42,20,25,23,19,20,19,5.75,9.13,1.46,1,1,18003,15794,16296,23,21,22,11558,9918,10234,8355,7082,7309,2624,2301,2375,579,534,550,522,482,496,8.6,8.5,11.39,1.59,29655,7,96672,93,9,120,799,1046,1493,714,43,57
"""490490018031""","""Provo-Orem, UT""",1.00,1378.00,529.00,43.09,33,38,35,14,18,16,19,21,19,6.41,78.70,1.60,1,1,18034,15844,15542,9,8,7,11928,10240,10238,9143,7793,7847,2629,2309,2265,156,138,127,141,125,114,9.2,4.2,11.85,12.28,20888,14,32005,91,5,223,590,728,1050,703,7,93
"""490490106002""","""Provo-Orem, UT""",1.00,2454.00,645.00,71126.89,56,66,60,26,33,30,30,33,30,12.21,0.11,2.46,2,2,29244,26514,25906,1,1,1,18299,16263,16162,14019,12388,12374,4263,3863,3775,17,12,13,15,11,11,1.3,0.2,0.73,0.01,594,83,710,80,87,13,1750,1359,1391,1144,87,13
"""490351018002""","""Salt Lake City, UT""",1.00,1254.00,611.00,69.24,42,48,45,23,28,26,19,20,19,6.55,57.78,1.56,1,1,17579,15541,15965,11,11,11,11742,9943,10252,8893,7401,7643,2562,2265,2326,286,278,283,258,251,255,8.4,8.7,8.38,8.82,34649,38,75139,92,6,268,722,1174,2047,687,36,64
