blkgrp2,blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
4.90572E+11,"""490572002031""","""Ogden-Clearfield, UT""",1,1466,496,119.63,36,44,41,15,18,18,21,25,23,8.45,35.04,2.01,2,2,21235,20844,20059,2,2,2,16081,15065,14729,12614,11662,11456,3401,3337,3212,65,66,61,153,155,144,7.7,3.4,4.49,4.15,12976,39,12054,83,8,300,822,923,971,710,81,19
4.90572E+11,"""490572003002""","""Ogden-Clearfield, UT""",1,5633,1381,609.28,44,53,50,19,24,23,25,29,27,10.35,23.45,2.37,2,2,23454,23078,22289,1,1,1,18689,17574,17172,14895,13842,13568,3757,3695,3569,37,38,35,88,89,83,4.3,2.7,3.07,2.27,12238,82,22213,84,13,149,1026,1185,1178,1230,86,14
4.90572E+11,"""490572006002""","""Ogden-Clearfield, UT""",1,1163,362,158.25,42,50,47,19,24,23,23,27,25,9.15,20.94,2.16,2,2,21814,21530,20675,2,2,1,17073,15997,15606,13537,12507,12257,3494,3447,3310,41,42,39,97,99,91,4.8,3.3,3.57,2.29,13951,77,13171,83,12,154,964,1180,1257,1056,65,35
4.90572E+11,"""490572103034""","""Ogden-Clearfield, UT""",1,1788,398,1610.68,61,74,70,34,42,40,27,32,30,13.86,3.42,2.47,2,2,30034,29915,28737,1,1,1,20335,19209,18746,15506,14401,14128,4811,4790,4601,18,18,16,43,42,38,1.6,1.4,0.95,0.25,4692,95,4886,86,56,36,1958,2120,2163,,98,2
4.90572E+11,"""490572104031""","""Ogden-Clearfield, UT""",1,1541,541,57202.48,47,57,53,19,24,23,28,33,31,13.23,0.13,2.53,2,2,32347,31662,30219,0,0,0,21095,19853,19283,15903,14773,14435,5181,5069,4838,11,10,9,25,24,20,0.1,0.4,0.15,0.01,2604,100,3738,87,286,2,4753,1193,1350,,89,11
4.90572E+11,"""490572106001""","""Ogden-Clearfield, UT""",1,2731,881,197.22,38,46,44,18,23,22,20,23,22,7.65,34.19,1.9,2,2,19169,18746,17987,3,3,3,15063,13996,13620,11901,10901,10653,3070,3002,2880,92,93,87,216,218,206,7.5,2.7,4.32,4.47,12403,50,22329,84,6,250,829,1151,1172,1094,73,27
4.90572E+11,"""490572108003""","""Ogden-Clearfield, UT""",1,1314,448,92.91,39,47,44,17,21,20,22,26,24,8.12,39.16,2.1,2,2,20077,19850,19053,2,2,2,16434,15396,14987,13168,12167,11890,3216,3178,3051,50,51,47,117,121,110,4.9,5.9,4.09,4.82,16722,100,27227,80,6,247,787,1047,1020,1118,72,28
4.90572E+11,"""490572110001""","""Ogden-Clearfield, UT""",1,1884,575,233.36,40,48,45,17,22,21,22,26,24,8.57,21.11,2.14,2,2,20178,19868,19118,3,3,3,16731,15665,15247,13427,12409,12116,3232,3181,3061,73,74,70,171,174,164,4.8,6.2,4.17,2.46,15886,100,26121,79,5,251,632,1087,1063,1294,90,10
4.90572E+11,"""490572112023""","""Ogden-Clearfield, UT""",1,1293,414,759.28,46,56,53,24,30,29,22,26,24,9.09,4.96,2.11,2,2,21643,21430,20468,2,2,1,16736,15675,15233,13226,12200,11915,3467,3431,3277,44,44,40,103,103,95,4,4.6,1.19,0.55,10407,78,12239,81,16,56,1431,1509,1539,1271,89,11
4.90572E+11,"""490572015002""","""Ogden-Clearfield, UT""",1,1533,532,555.19,44,53,50,22,28,27,21,25,23,7.81,7.48,2.04,2,2,19238,18851,18038,3,3,3,15963,14862,14451,12800,11760,11484,3081,3018,2888,81,84,79,192,197,186,4.4,4.5,1.93,0.96,13202,71,16150,81,18,80,962,1406,1660,811,71,29
4.90572E+11,"""490572102042""","""Ogden-Clearfield, UT""",1,2351,722,410.53,43,53,50,20,25,24,23,27,26,9.75,17.15,2.2,2,2,23100,22651,21822,2,2,2,17579,16484,16080,13834,12812,12544,3700,3627,3494,44,45,42,104,105,98,4.8,2.8,2.7,1.76,10432,83,8203,84,9,126,842,1255,1335,979,78,22
4.90572E+11,"""490572103031""","""Ogden-Clearfield, UT""",1,3081,878,1933.05,55,66,63,28,36,34,26,31,29,12.21,5.55,2.41,2,2,28029,27686,26618,1,1,1,19660,18512,18047,15144,14054,13762,4490,4433,4262,26,26,24,61,60,56,1.7,1.7,1.98,0.45,5166,97,4208,85,45,40,1382,1778,1794,1556,94,6
4.90572E+11,"""490572103032""","""Ogden-Clearfield, UT""",1,1304,395,451.47,54,66,63,29,36,35,25,30,28,11.49,10.05,2.34,2,2,26802,26597,25542,1,1,1,18976,17896,17424,14663,13618,13317,4293,4259,4090,20,20,18,47,47,42,3.1,2,1.63,0.87,6654,100,5905,85,13,102,955,1826,1826,,100,0
4.90572E+11,"""490572103042""","""Ogden-Clearfield, UT""",1,1100,457,685.61,46,55,52,24,31,29,21,25,23,8.01,5.34,1.99,2,2,21129,20822,19717,2,2,2,15888,14761,14326,12459,11381,11126,3384,3334,3157,45,46,42,105,108,100,6,2.3,1.12,0.67,8347,42,7256,84,27,73,1375,1528,1639,1061,81,19
4.90572E+11,"""490572106005""","""Ogden-Clearfield, UT""",1,1078,416,110.7,43,52,49,22,27,26,21,25,23,7.82,29.38,2.03,2,2,19789,19585,18684,4,4,3,16030,14935,14441,12763,11702,11361,3170,3136,2992,97,97,88,228,228,208,4.2,3.4,3.1,3.76,15412,100,16630,83,8,202,784,1361,1360,1367,79,21
4.90572E+11,"""490572107014""","""Ogden-Clearfield, UT""",1,1874,525,148.99,46,55,52,22,27,26,24,28,26,10.22,36.02,2.23,2,2,23338,22734,22009,3,3,3,17831,16797,16354,14001,13067,12753,3738,3640,3524,92,89,77,217,210,181,4.8,3.7,3.17,3.52,16036,94,16868,82,7,223,784,1363,1522,,90,10
4.90572E+11,"""490572104033""","""Ogden-Clearfield, UT""",1,2602,725,1369.75,57,69,65,31,39,38,25,30,27,11.39,6.03,2.33,2,2,26561,25877,24705,0,0,0,18902,17720,17208,14635,13566,13242,4255,4143,3956,12,11,10,27,27,23,2.1,1.1,1.08,0.53,3388,97,3788,86,32,46,1036,1968,2067,732,93,7
4.90572E+11,"""490572105042""","""Ogden-Clearfield, UT""",1,3410,949,2634.56,52,63,60,25,31,30,27,32,30,13.01,4.69,2.47,2,2,29494,28844,27876,1,0,0,20258,19183,18759,15519,14551,14284,4724,4618,4463,14,13,12,33,31,27,1.5,2.2,0.55,0.36,4991,100,4220,85,51,20,1686,1570,1596,1165,94,6
4.90572E+11,"""490572111001""","""Ogden-Clearfield, UT""",1,1235,539,132.74,27,33,31,10,13,12,17,20,19,5.98,24.28,1.64,2,2,16697,16350,15675,3,3,3,13022,12153,11953,10262,9445,9361,2675,2618,2510,86,90,83,202,211,195,8.6,6.3,8.21,4.06,14738,11,23432,79,15,179,1036,627,,761,32,68
4.90572E+11,"""490572112022""","""Ogden-Clearfield, UT""",1,4453,1798,1056.49,40,49,46,20,26,24,20,23,21,7.26,12.35,1.87,2,2,18736,18377,17581,3,3,3,14814,13821,13484,11726,10789,10586,3001,2942,2815,87,89,83,204,209,195,7.1,5.8,4.48,1.7,12636,40,16704,80,14,103,966,1281,1386,1086,68,32
4.90572E+11,"""490572002042""","""Ogden-Clearfield, UT""",1,1990,846,279.21,38,45,43,18,22,21,20,23,22,7.15,21.67,1.91,2,2,19506,19088,18214,2,2,2,15164,14106,13717,11980,10988,10744,3124,3056,2916,60,62,58,140,146,135,7,3.1,3.89,3.03,12152,54,10472,83,8,202,794,1099,1095,1109,70,30
4.90572E+11,"""490572009001""","""Ogden-Clearfield, UT""",1,1263,605,226.97,31,36,34,13,16,15,18,21,19,5.1,13.6,1.71,2,2,15727,15231,14564,4,5,4,13363,12362,12055,10722,9795,9602,2519,2439,2332,122,128,121,287,302,285,7.9,4.1,5.02,2.67,17181,42,29008,82,5,240,600,795,910,743,31,69
4.90572E+11,"""490572013021""","""Ogden-Clearfield, UT""",1,1100,390,106.22,37,45,42,16,19,19,22,25,23,7.53,27.64,2.09,2,2,18889,18502,17743,3,3,3,16222,15129,14699,13116,12084,11780,3026,2962,2841,81,83,78,190,195,184,5.1,4.7,4.83,3.67,18466,89,24918,81,7,181,710,975,1002,908,76,24
4.90572E+11,"""490572102011""","""Ogden-Clearfield, UT""",1,2273,658,358.18,53,64,61,29,36,34,24,29,27,10.95,20.12,2.27,2,2,25003,24611,23668,1,1,1,18268,17164,16718,14235,13195,12902,4005,3941,3790,28,28,26,66,66,61,3.7,2,2.06,1.84,6767,100,5163,85,9,186,843,1785,1807,1442,94,6
4.90572E+11,"""490572105052""","""Ogden-Clearfield, UT""",1,3456,1164,2854,42,51,48,19,24,23,22,26,24,9.15,3.73,2.1,2,2,22465,22045,21162,2,2,2,16826,15722,15374,13178,12142,11939,3598,3530,3388,50,50,47,117,117,110,4.5,2.4,1.87,0.41,8057,50,18758,84,41,29,1608,1219,1413,984,57,43
4.90572E+11,"""490572105061""","""Ogden-Clearfield, UT""",1,6032,1741,1211.08,47,57,53,23,29,28,24,28,26,10.17,14.62,2.21,2,2,23727,23375,22557,3,3,3,17760,16659,16238,13876,12835,12550,3801,3743,3612,83,81,76,196,192,179,4.2,3,3.41,1.44,11640,80,9878,83,14,97,997,1444,1452,1384,89,11
4.90572E+11,"""490572020001""","""Ogden-Clearfield, UT""",1,1720,650,332.71,41,50,47,22,27,26,19,23,21,6.84,13.36,1.87,2,2,17138,16803,16013,3,3,3,14598,13573,13206,11765,10792,10557,2745,2690,2564,87,91,85,206,213,200,4.8,6.2,2.43,1.95,14167,70,23310,80,16,133,999,1348,1673,870,61,39
4.90572E+11,"""490572020002""","""Ogden-Clearfield, UT""",1,1838,684,533.31,58,70,66,36,45,43,21,25,23,7.94,10.18,2.05,2,2,19637,19434,18462,2,2,2,16064,14974,14494,12858,11801,11482,3145,3112,2956,61,61,57,142,144,133,4,5.7,1.66,1.28,11152,82,16178,80,14,103,1145,2271,2301,,99,1
4.90572E+11,"""490572103033""","""Ogden-Clearfield, UT""",1,1763,491,707.03,57,69,65,31,39,37,26,30,28,12.04,8.36,2.35,2,2,27551,27419,26210,1,1,1,19157,18032,17523,14724,13622,13309,4413,4390,4197,20,20,18,47,46,42,2.4,1.7,1.26,0.69,5662,92,5034,85,31,91,1436,1942,1942,,100,0
4.90572E+11,"""490572103041""","""Ogden-Clearfield, UT""",1,3697,901,1674.2,55,67,63,30,38,36,25,29,27,11.73,6.31,2.29,2,2,25973,25619,24626,1,1,1,18543,17406,17006,14356,13277,13039,4160,4102,3943,27,27,25,63,63,59,3.5,1.6,1.69,0.54,5874,72,6811,85,28,49,1301,1885,2066,1133,83,17
4.90572E+11,"""490572104042""","""Ogden-Clearfield, UT""",1,1401,413,2907.93,51,62,58,26,32,31,25,30,28,11.12,1.58,2.38,2,2,25720,25074,24003,1,1,0,19082,17900,17381,14947,13871,13525,4120,4015,3843,15,15,13,36,36,31,2,1.3,0.55,0.14,5590,96,10831,86,35,19,1811,1605,1632,1273,93,7
4.90572E+11,"""490572105063""","""Ogden-Clearfield, UT""",1,2122,666,382.26,44,53,50,20,25,23,24,28,26,9.69,16.89,2.26,2,2,23041,22672,21947,4,4,4,17966,16845,16402,14171,13113,12791,3691,3630,3514,105,102,97,246,240,228,4,3.2,2.92,1.74,14854,98,14122,83,8,154,783,1226,1313,,94,6
4.90572E+11,"""490572105091""","""Ogden-Clearfield, UT""",1,2657,943,289.49,45,54,51,22,27,26,23,27,25,9.39,30.6,2.13,2,2,22953,22659,21768,2,2,1,17056,15983,15544,13338,12312,12020,3677,3628,3485,42,42,39,98,100,91,4.6,3.4,3.39,3.26,12570,98,9045,83,6,221,763,1364,1373,1316,85,15
4.90572E+11,"""490572105111""","""Ogden-Clearfield, UT""",1,2255,866,320.81,37,45,42,16,20,20,21,24,23,7.62,20.56,2,2,2,19335,19018,18153,2,2,2,15713,14628,14203,12567,11532,11249,3097,3045,2907,49,51,47,116,120,111,5.2,4.3,3.67,2.7,13604,80,28587,82,8,171,986,1023,1047,951,76,24
4.90572E+11,"""490572109002""","""Ogden-Clearfield, UT""",1,1263,441,156.21,38,45,43,17,21,20,21,24,22,7.37,20.81,1.99,2,2,18161,17866,17011,3,3,3,15502,14442,13968,12514,11502,11169,2909,2861,2724,79,80,75,186,189,177,4.9,6.3,3.35,2.82,15730,91,25844,79,7,237,770,1066,1138,,94,6
4.90572E+11,"""490572110002""","""Ogden-Clearfield, UT""",1,1407,491,114.31,38,45,43,18,23,22,19,23,21,7.13,30.64,1.86,2,2,17763,17470,16638,2,3,2,14604,13598,13197,11692,10732,10469,2845,2797,2664,67,69,64,156,163,150,6.5,6.2,4.73,4.3,15287,80,25754,79,4,366,619,1133,1221,890,76,24
4.90572E+11,"""490572111003""","""Ogden-Clearfield, UT""",1,1140,307,563.32,54,65,62,31,39,37,23,27,25,9.19,5.01,2.17,2,2,21005,20819,19899,2,2,2,17029,15950,15476,13605,12557,12234,3365,3333,3186,60,59,55,140,140,130,3.1,5.9,1.57,0.54,12291,90,18243,80,18,87,1241,1947,1947,,100,0
4.90572E+11,"""490572111004""","""Ogden-Clearfield, UT""",1,1290,355,133.34,38,45,43,17,22,21,20,24,22,8.11,21.59,1.96,2,2,18399,18190,17275,3,3,2,15310,14259,13807,12295,11277,10977,2947,2912,2766,68,70,65,160,163,152,5.2,6.2,3.54,2.66,13863,79,21310,80,9,254,806,1088,1196,,93,7
4.90572E+11,"""490572001001""","""Ogden-Clearfield, UT""",1,2114,592,236.16,43,52,49,19,24,23,24,29,27,9.93,24.88,2.3,2,2,23210,22844,22050,2,2,2,18206,17135,16720,14441,13431,13146,3718,3658,3531,47,46,43,110,109,102,4.7,3.5,3.3,2.51,12986,91,11063,83,7,182,739,1188,1205,1089,88,12
4.90572E+11,"""490572003003""","""Ogden-Clearfield, UT""",1,1995,893,299.42,32,38,35,13,17,16,18,21,19,5.58,16.65,1.75,2,2,16319,15928,15039,3,3,3,13639,12586,12220,10955,9961,9742,2614,2550,2408,70,75,70,165,177,165,7.2,3.4,3.32,2.98,13852,37,18307,83,16,156,892,840,1058,607,52,48
4.90572E+11,"""490572015001""","""Ogden-Clearfield, UT""",1,1294,592,92.72,31,37,35,14,17,16,17,20,19,4.99,31.84,1.66,2,2,15674,15226,14490,3,3,3,13027,12062,11753,10429,9530,9345,2511,2438,2320,87,94,87,205,221,206,7.9,4.8,7.85,6.38,16281,42,19545,81,6,262,681,863,1509,524,36,64
4.90572E+11,"""490572105101""","""Ogden-Clearfield, UT""",1,2248,642,324.02,46,56,53,23,28,27,24,28,26,10.32,20.45,2.24,2,2,23810,23484,22636,2,2,2,17905,16812,16356,14036,12996,12680,3814,3760,3624,55,55,52,130,130,121,3.8,3.6,2.55,1.98,13566,99,9788,83,9,103,874,1408,1460,,96,4
4.90572E+11,"""490572005002""","""Ogden-Clearfield, UT""",1,937,409,173.21,38,46,43,18,23,22,20,23,21,6.32,14.92,1.9,2,2,17698,17321,16447,3,3,3,14834,13742,13327,11924,10889,10620,2835,2773,2633,75,79,74,177,186,174,5.8,3.9,3.46,2.36,16027,60,18500,82,14,159,1044,1142,1156,1126,61,39
4.90572E+11,"""490572012001""","""Ogden-Clearfield, UT""",1,1055,314,185.87,35,42,39,15,19,18,20,23,21,6.46,10.91,1.88,2,2,17063,16623,15938,4,4,4,14667,13598,13230,11820,10820,10567,2733,2662,2552,114,117,111,268,275,261,6.7,4.4,4.29,1.69,15574,61,34257,81,7,172,739,963,983,950,59,41
4.90572E+11,"""490572018002""","""Ogden-Clearfield, UT""",1,1082,360,134.48,33,40,37,13,16,16,20,23,22,6.8,18.2,1.93,2,2,18048,17604,16931,3,3,3,15053,14032,13725,12081,11129,10934,2891,2819,2711,81,85,80,190,199,187,7.2,5.2,3.79,2.68,17238,56,30895,81,5,190,624,816,878,763,52,48
4.90572E+11,"""490572104032""","""Ogden-Clearfield, UT""",1,1267,322,2069.01,54,66,62,28,35,33,26,31,29,13.11,2.04,2.43,2,2,28399,27748,26630,0,0,0,19819,18662,18171,15257,14207,13896,4549,4443,4264,13,12,11,31,29,26,1.9,1.3,0.37,0.16,3890,91,4229,86,46,21,1894,1730,1730,,100,0
4.90572E+11,"""490572104035""","""Ogden-Clearfield, UT""",1,1571,483,1043.6,52,64,60,27,33,32,26,30,28,11.49,5.32,2.38,2,2,27132,26447,25400,0,0,0,19297,18154,17672,14939,13907,13595,4346,4235,4067,13,12,11,30,29,26,2.2,1.5,0.86,0.46,4370,100,5196,86,26,45,1124,1671,1766,,95,5
4.90572E+11,"""490572105041""","""Ogden-Clearfield, UT""",1,2315,686,5177.88,55,67,63,28,36,34,27,31,29,12.69,1.68,2.45,2,2,29142,28570,27385,1,1,0,20029,18859,18340,15345,14269,13942,4668,4574,4385,16,15,13,38,36,31,0.9,2,0.42,0.13,4544,98,4135,85,94,11,2680,1777,1809,,98,2
4.90572E+11,"""490572105051""","""Ogden-Clearfield, UT""",1,2066,682,4623.51,54,65,62,28,35,33,26,30,28,11.81,1.74,2.35,2,2,27921,27183,26187,0,0,0,19209,18099,17682,14723,13734,13478,4472,4352,4193,13,13,11,31,31,26,2.1,1.2,0.3,0.15,5472,77,6374,86,70,14,2515,1750,1925,1307,75,25
4.90572E+11,"""490572105121""","""Ogden-Clearfield, UT""",1,2197,827,1356.67,40,48,45,19,23,22,21,25,23,8.04,4.9,1.98,2,2,20361,20043,19234,2,2,2,15764,14739,14400,12443,11468,11263,3261,3209,3080,59,61,57,140,144,133,5.9,5,16.14,0.61,14001,52,21867,81,17,61,1227,1167,1353,934,61,39
4.90572E+11,"""490572107012""","""Ogden-Clearfield, UT""",1,846,288,169.61,27,32,30,8,10,9,19,22,21,7.04,11.96,1.79,2,2,18103,17657,16922,3,3,3,14224,13227,12938,11243,10314,10148,2900,2827,2710,81,86,80,191,202,189,7.7,4.5,3.41,1.7,15194,38,18782,81,8,185,850,490,,776,44,56
4.90572E+11,"""490572111005""","""Ogden-Clearfield, UT""",1,1199,388,146.64,42,51,48,20,25,24,22,26,24,8.45,22.35,2.11,2,2,20300,19970,19213,2,2,2,16575,15550,15161,13266,12295,12032,3252,3197,3076,57,58,53,133,135,126,4.5,6.1,3.81,2.65,13710,100,21635,80,6,235,728,1238,1240,1232,74,26
4.90572E+11,"""490572001003""","""Ogden-Clearfield, UT""",1,1522,471,140.57,40,48,45,17,21,20,22,26,24,8.6,28.83,2.14,2,2,20855,20507,19669,2,2,2,16811,15721,15294,13414,12380,12091,3340,3283,3149,57,58,53,133,136,126,4.9,3.6,3.26,3.35,14507,83,13506,83,10,196,956,1073,1045,1160,77,23
4.90572E+11,"""490572005005""","""Ogden-Clearfield, UT""",1,970,337,96.48,32,38,36,13,17,16,19,22,20,6.22,21.72,1.79,2,2,17473,17003,16275,2,3,2,14107,13104,12813,11241,10309,10140,2799,2722,2606,68,72,67,159,170,158,7.8,3.9,3.97,3.49,16063,39,22777,82,6,179,665,831,981,757,36,64
4.9004E+11,"""490039607012""","""Ogden-Clearfield, UT""",1,2504,881,573.26,38,46,43,17,22,21,21,25,23,8.46,13,1.97,2,2,21319,21011,19935,1,1,1,15786,14728,14330,12338,11330,11107,3415,3364,3192,33,35,31,81,84,76,5.3,2.6,2,1.54,4867,62,6195,84,16,80,1030,1080,1195,909,60,40
4.9004E+11,"""490039602001""","""Ogden-Clearfield, UT""",1,1535,509,15139.73,47,56,53,19,24,22,28,33,30,13.21,0.44,2.52,2,2,31427,30596,29003,0,0,0,20838,19549,18961,15794,14639,14308,5034,4899,4644,10,10,9,25,25,21,1,0.1,0.4,0.03,1176,95,1066,89,111,9,2773,1177,1225,737,91,9
4.9004E+11,"""490039607011""","""Ogden-Clearfield, UT""",1,1018,361,204.03,38,45,43,15,19,18,23,26,25,9.04,16,2.11,2,2,22718,22407,21443,1,1,1,16905,15861,15464,13232,12240,12000,3639,3588,3433,34,34,31,82,83,75,5,2.9,2.82,1.77,6033,80,7347,84,9,110,749,951,1036,753,70,30
4.9004E+11,"""490039607022""","""Ogden-Clearfield, UT""",1,853,343,219.44,35,42,39,15,18,18,20,23,22,7.41,11.58,1.89,2,2,19830,19463,18487,1,1,1,15093,14066,13678,11884,10916,10688,3176,3116,2960,32,34,30,79,82,74,6,2.8,2.9,1.56,5851,75,7444,84,6,161,677,924,1088,773,54,46
4.9004E+11,"""490039601003""","""Ogden-Clearfield, UT""",1,631,174,2931392.03,58,70,66,29,36,34,29,34,32,16.89,0,2.46,2,2,39964,39371,36648,0,0,0,21823,20601,19904,15411,14287,14027,6401,6304,5868,11,10,9,27,25,22,0,0.1,0.07,0,250,78,334,88,2931,1,10953,1785,2024,765,92,8
4.9004E+11,"""490039608023""","""Ogden-Clearfield, UT""",1,1769,497,791.79,51,62,58,26,33,31,25,29,27,11.91,7.47,2.3,2,2,27247,27066,25754,1,1,0,18808,17674,17174,14422,13319,13031,4364,4334,4124,22,22,20,53,53,48,2.6,1.2,1.58,0.63,2594,95,2668,86,24,73,1361,1631,1689,,97,3
4.9004E+11,"""490039605003""","""Ogden-Clearfield, UT""",1,1643,628,159.6,35,43,40,15,19,18,20,24,22,7.72,30.39,1.9,2,2,20344,19958,18949,1,1,1,15233,14198,13808,11944,10971,10746,3259,3196,3034,30,32,29,74,77,69,6.5,2.3,3.28,3.93,5004,67,6713,85,7,132,690,951,1251,566,59,41
4.9004E+11,"""490039608012""","""Ogden-Clearfield, UT""",1,1548,553,15310.48,51,62,58,24,30,29,27,32,29,12.74,0.46,2.42,2,2,31492,31431,29788,1,1,0,20240,19018,18460,15173,13963,13671,5044,5033,4769,23,22,20,55,54,49,0.8,0.5,0.68,0.04,2317,86,2146,87,174,8,2397,1495,1563,1050,87,13
4.9004E+11,"""490039606021""","""Ogden-Clearfield, UT""",1,922,335,7036.38,45,55,51,19,24,23,26,30,28,11.27,0.54,2.38,2,2,27994,27826,26389,1,1,1,19421,18228,17662,14909,13745,13411,4484,4455,4225,28,28,25,68,67,61,1.1,1.7,1.71,0.05,3033,95,3673,85,88,13,1807,1209,1213,1154,94,6
4.9004E+11,"""490039601002""","""Ogden-Clearfield, UT""",1,1868,605,159902.19,53,63,60,22,28,27,30,35,33,15.11,0.06,2.66,3,3,36760,35925,33961,0,0,0,22613,21238,20563,16714,15475,15117,5888,5752,5438,11,11,9,27,26,22,0,0,0.43,0,1061,96,1370,90,549,2,4757,1406,1475,667,92,8
4.9004E+11,"""490039603006""","""Ogden-Clearfield, UT""",1,811,273,341.47,42,51,48,19,24,23,23,27,25,9.16,7.32,2.14,2,2,23170,22426,21417,0,0,0,17186,16087,15639,13461,12482,12198,3711,3591,3429,14,14,12,33,34,29,3.8,1.4,1.9,0.8,2894,100,3401,86,8,107,763,1205,1212,1179,79,21
4.9004E+11,"""490039604001""","""Ogden-Clearfield, UT""",1,2015,651,128744.98,54,66,62,25,31,29,30,35,32,14.82,0.07,2.63,3,3,36012,35228,33488,0,0,0,22255,20975,20375,16476,15323,15004,5768,5641,5362,11,11,9,27,26,23,0,0.1,0.06,0.01,1208,96,2308,89,519,2,6527,1540,1580,1103,92,8
4.9004E+11,"""490039606012""","""Ogden-Clearfield, UT""",1,867,326,138.78,39,47,44,17,21,20,22,26,24,8.8,20.67,2.12,2,2,22292,21631,20706,0,1,0,16870,15801,15347,13278,12316,12013,3571,3464,3315,21,21,18,51,52,43,4.8,2.4,3.01,2.35,4887,100,6192,84,5,254,622,1033,1153,,90,10
4.9004E+11,"""490039608011""","""Ogden-Clearfield, UT""",1,683,237,22564.17,50,60,57,22,28,27,27,32,30,12.75,0.13,2.48,2,2,30959,30318,28801,0,0,0,20562,19344,18781,15589,14476,14157,4959,4854,4611,15,14,12,35,34,29,0.4,0.8,0.5,0.01,1573,96,1772,87,178,5,2922,1407,1435,925,95,5
4.9004E+11,"""490039605001""","""Ogden-Clearfield, UT""",1,1704,444,3505.43,48,58,54,22,27,26,26,30,28,12.56,1.59,2.36,2,2,28493,28148,26759,0,0,0,19404,18240,17738,14821,13715,13437,4564,4507,4285,19,19,17,46,46,41,1.8,0.7,1.49,0.13,1825,92,2372,87,52,20,1475,1363,1377,1299,83,17
4.9004E+11,"""490039605002""","""Ogden-Clearfield, UT""",1,1326,382,36273.1,47,56,53,19,24,23,28,33,30,13.44,0.14,2.49,2,2,32738,32555,30896,0,0,0,20886,19694,19126,15623,14463,14162,5244,5212,4947,19,18,17,47,45,40,0.3,0.5,2.01,0.01,1577,98,2743,87,211,3,4995,1185,1225,738,92,8
4.9004E+11,"""490039602006""","""Ogden-Clearfield, UT""",1,702,265,951.09,41,49,46,16,20,19,25,29,27,10.45,2.91,2.29,2,2,26883,26100,24845,0,0,0,18667,17496,17018,14349,13305,13030,4306,4179,3978,12,12,10,29,29,25,2.8,0.4,1.56,0.28,1857,81,2062,87,37,31,1563,994,1062,716,82,18
4.9004E+11,"""490039603002""","""Ogden-Clearfield, UT""",1,1293,328,665.3,36,43,40,13,16,15,23,27,25,9.7,4.78,2.15,2,2,23604,22863,21792,0,0,0,17298,16187,15740,13504,12513,12239,3781,3661,3489,13,14,12,32,33,28,3.6,1.3,2.69,0.49,2519,90,3038,86,13,87,985,791,1104,,76,24
4.9004E+11,"""490039606011""","""Ogden-Clearfield, UT""",1,1364,423,124.17,36,43,41,14,18,17,21,25,23,9.02,30.72,1.99,2,2,22084,21665,20710,1,1,1,16032,15009,14648,12465,11510,11305,3537,3469,3316,29,30,27,71,74,66,6.8,2.2,3.41,3.41,4829,62,6448,85,7,155,670,902,1054,682,62,38
4.9004E+11,"""490039603004""","""Ogden-Clearfield, UT""",1,1522,595,382.19,42,51,48,19,23,22,24,28,26,9.24,14.39,2.2,2,2,24228,23539,22424,0,0,0,17734,16602,16117,13837,12817,12513,3881,3769,3590,16,16,13,38,38,32,3.5,1.4,1.99,1.56,2721,92,3237,86,14,119,1101,1161,1216,726,90,10
4.9004E+11,"""490039606023""","""Ogden-Clearfield, UT""",1,510,192,72.45,38,45,43,17,22,21,20,24,22,7.41,19.65,1.94,2,2,19708,19383,18247,1,1,1,15358,14273,13808,12170,11137,10858,3157,3103,2922,31,32,29,75,78,70,5.1,2.2,3.57,2.65,4375,81,5493,85,9,212,852,1083,1220,725,72,28
4.9004E+11,"""490039606014""","""Ogden-Clearfield, UT""",1,831,305,148.02,40,48,45,18,22,21,22,26,24,8.53,17.57,2.06,2,2,21884,21623,20574,1,1,1,16489,15420,14966,12949,11922,11640,3505,3462,3294,35,36,32,85,87,78,5.2,2.7,2.71,2.06,5964,82,7547,84,8,125,747,1108,1185,707,84,16
4.9004E+11,"""490039601001""","""Ogden-Clearfield, UT""",1,766,236,252157.06,47,57,53,17,22,21,30,35,33,15.96,0.01,2.59,3,2,38058,37316,35151,0,0,0,22383,21083,20427,16276,15098,14790,6096,5975,5628,11,10,9,26,25,21,0,0,0.29,0,613,87,887,89,1046,2,5675,1081,1129,585,93,7
