blkgrp2,blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
4.9005E+11,"""490050006004""","""Logan, UT-ID""",1,1500,399,78.15,50,60,46,25,32,24,25,28,23,7.15,36.49,1.95,2,2,17457,16775,16782,2,2,2,14446,13357,14166,11651,10671,11479,2795,2687,2687,0,0,0,36,37,33,6.3,3.3,6.01,5.11,12075,73,19590,83,7,254,727,1246,1380,1194,36,64
4.9005E+11,"""490050010012""","""Logan, UT-ID""",1,1430,399,112.43,49,59,46,22,28,21,27,31,25,8.85,31.4,2.1,2,2,20642,20173,19758,1,1,1,15842,14702,15453,12537,11471,12289,3305,3231,3163,0,0,0,19,20,18,4.6,2.8,3.53,3.55,8827,86,16241,84,10,205,950,1099,1158,943,73,27
4.9005E+11,"""490050010021""","""Logan, UT-ID""",1,860,356,99.43,37,44,34,14,18,13,23,26,21,5.9,21.14,1.81,2,2,16173,15450,15578,3,4,3,13399,12353,13181,10809,9879,10686,2590,2475,2494,0,0,0,60,63,56,7.7,3.2,3.63,3.58,12445,33,22191,83,11,122,849,703,1158,500,35,65
4.9005E+11,"""490050006006""","""Logan, UT-ID""",1,941,257,41.84,32,38,30,11,14,11,21,24,19,5.39,33.1,1.61,2,2,15872,15175,15339,4,4,3,12190,11284,12115,9648,8854,9659,2541,2431,2456,0,0,0,64,68,60,9.3,3.3,10.03,6.14,12039,0,18733,83,10,184,824,562,,562,23,77
4.9005E+11,"""490050004021""","""Logan, UT-ID""",1,2474,644,3558.2,66,80,61,35,43,32,31,36,28,12.4,2.24,2.35,2,2,26531,25759,25413,0,0,0,18329,17105,17854,14081,12979,13785,4248,4126,4069,0,0,0,8,8,7,1.6,1.7,0.47,0.18,3682,95,4078,85,56,28,1845,1699,1758,848,93,7
4.9005E+11,"""490050006005""","""Logan, UT-ID""",1,891,362,83.12,38,46,36,17,21,16,21,25,20,4.93,21.47,1.69,2,2,15697,15006,15071,3,3,3,12639,11635,12442,10126,9232,10029,2513,2403,2413,0,0,0,53,56,49,8.1,3.4,6.18,4.36,12622,27,21241,83,10,200,820,824,1052,764,21,79
4.9005E+11,"""490050001012""","""Logan, UT-ID""",1,1812,544,18812.63,55,66,51,21,26,19,35,40,31,14.84,0.43,2.47,2,2,34857,34620,32930,0,0,0,20330,19030,19755,14749,13485,14482,5581,5545,5273,0,0,0,5,5,5,0.3,0,0.27,0.03,1190,94,1556,90,251,4,4019,1007,1042,861,81,19
4.9005E+11,"""490050007023""","""Logan, UT-ID""",1,1144,435,30.5,32,38,30,13,16,12,19,22,18,4.73,67.51,1.46,1,1,15390,14777,14774,2,2,2,11203,10322,11097,8738,7955,8732,2464,2367,2366,0,0,0,31,34,28,9.4,3.2,14.01,14.26,10359,1,13770,83,6,294,528,630,,630,6,94
4.9005E+11,"""490050013003""","""Logan, UT-ID""",1,1857,482,12900.8,64,77,59,30,38,28,34,39,31,14.67,0.55,2.46,2,2,31654,30742,30259,0,0,0,19813,18556,19321,14745,13633,14476,5068,4924,4845,0,0,0,5,5,4,0.4,0.4,0.93,0.04,1541,99,1467,87,163,7,2244,1471,1500,1162,92,8
4.9005E+11,"""490050006003""","""Logan, UT-ID""",1,572,266,128.51,38,46,35,17,21,15,22,25,20,5.14,10.65,1.71,2,2,15623,15071,14841,3,3,3,12757,11694,12468,10256,9281,10092,2501,2414,2376,0,0,0,48,50,45,7.5,3.4,3.07,2.07,13043,33,23700,83,13,144,864,811,1055,582,55,45
4.9005E+11,"""490050011021""","""Logan, UT-ID""",1,1643,515,552.53,63,77,59,34,43,32,29,34,26,9.87,9.2,2.24,2,2,23013,22754,21899,1,1,1,17059,15817,16560,13374,12172,13054,3685,3644,3506,0,0,0,18,18,16,2.6,2.2,1.44,0.93,7972,96,9228,85,23,80,1243,1685,1815,,93,7
4.9005E+11,"""490050001022""","""Logan, UT-ID""",1,666,233,28763.44,56,68,52,22,27,21,34,40,31,13.62,0.11,2.49,2,2,33497,32531,31678,0,0,0,20243,18887,19671,14880,13677,14598,5363,5210,5072,0,0,0,4,4,3,0.3,0.1,0.51,0.01,748,94,702,89,294,3,3720,1077,1090,917,93,7
4.9005E+11,"""490050002023""","""Logan, UT-ID""",1,2002,579,2790.17,57,69,53,27,33,25,30,35,28,12.1,2.51,2.23,2,2,27464,26985,26140,1,1,1,17711,16489,17286,13313,12167,13100,4397,4322,4185,0,0,0,10,10,9,2.7,0.6,1.48,0.21,2133,70,1963,87,59,23,1413,1312,1314,1301,83,17
4.9005E+11,"""490050013002""","""Logan, UT-ID""",1,2675,677,16555.01,62,75,57,29,36,27,33,39,30,14.07,0.58,2.44,2,2,30422,29521,29191,0,0,0,19444,18232,18996,14573,13503,14322,4871,4728,4674,0,0,0,5,5,5,0.8,0.6,0.67,0.04,2193,90,2688,87,149,9,2483,1423,1517,785,87,13
4.9005E+11,"""490050003001""","""Logan, UT-ID""",1,1090,352,17063.26,57,68,52,23,29,22,33,39,30,12.61,0.26,2.43,2,2,30552,29551,29026,0,0,0,19446,18115,18925,14554,13382,14278,4892,4733,4648,0,0,0,4,4,4,0.8,0.1,0.08,0.02,1215,87,1714,89,171,4,4402,1150,1234,653,86,14
4.9005E+11,"""490050002012""","""Logan, UT-ID""",1,1840,513,3940.57,56,68,52,26,33,24,30,35,28,11.9,1.55,2.26,2,2,27167,26691,25908,1,1,1,17864,16662,17454,13514,12387,13306,4350,4275,4148,0,0,0,10,10,9,2.4,0.7,1.17,0.13,2215,72,3476,87,65,18,1834,1275,1398,894,78,22
4.9005E+11,"""490050008004""","""Logan, UT-ID""",1,1586,639,89.61,32,38,30,11,14,10,21,24,19,5.02,35.77,1.67,2,2,14832,14011,14323,5,6,5,12370,11374,12206,9996,9130,9913,2375,2244,2293,0,0,0,90,97,85,8.7,3.3,7.96,7.13,12865,19,22042,83,6,236,607,536,,608,18,82
4.9005E+11,"""490050011012""","""Logan, UT-ID""",1,1219,400,597.52,65,79,60,36,45,34,30,34,27,10.24,6.86,2.27,2,2,23734,23076,22604,1,1,1,17381,16122,16858,13581,12426,13239,3800,3696,3619,0,0,0,12,12,10,1.9,2.3,1.12,0.67,5555,99,7454,84,37,61,1564,1757,1770,,99,1
4.9005E+11,"""490050013001""","""Logan, UT-ID""",1,2343,645,19177.76,68,83,63,36,44,33,33,38,30,13.95,0.47,2.41,2,2,30813,29997,29287,0,0,0,19349,18049,18821,14415,13244,14132,4934,4804,4689,0,0,0,6,6,5,0.5,0.5,0.55,0.03,1613,89,1837,87,213,6,2919,1742,1802,725,95,5
4.9006E+11,"""490059801001""","""Logan, UT-ID""",1,140,52,454295.09,58,70,54,25,31,23,33,39,30,12.87,0,2.42,2,2,32706,31958,30567,0,0,0,19691,18251,19027,14454,13132,14133,5237,5119,4894,0,0,0,6,6,5,0.1,0.3,0.51,0,695,83,1052,88,573,3,4835,1226,1634,,97,3
4.9005E+11,"""490050015002""","""Logan, UT-ID""",1,1070,306,2918.35,63,76,58,32,39,29,32,37,29,12.4,1.3,2.35,2,2,27857,26898,26596,0,0,0,18534,17299,18071,14073,12991,13812,4460,4308,4258,0,0,0,4,4,4,2.1,0.4,0.36,0.1,1286,97,1333,87,36,32,1458,1544,1591,913,94,6
4.9005E+11,"""490050002024""","""Logan, UT-ID""",1,2016,514,2748.42,64,78,59,32,40,30,32,38,30,13.48,2.52,2.4,2,2,29649,29249,28278,1,0,0,19091,17869,18597,14343,13185,14069,4747,4685,4528,0,0,0,9,9,8,1.5,0.7,1.43,0.19,2223,95,1998,87,65,25,1812,1560,1560,,100,0
4.9005E+11,"""490050004022""","""Logan, UT-ID""",1,1693,533,332.4,62,76,58,35,44,33,27,32,25,9.04,14.5,2.14,2,2,21081,20673,20067,1,1,1,16150,14938,15688,12775,11627,12475,3375,3311,3213,0,0,0,23,23,21,2.8,3,1.65,1.6,7273,93,10019,83,22,129,1234,1715,1849,873,87,13
4.9005E+11,"""490050004034""","""Logan, UT-ID""",1,1500,419,461.73,61,74,57,31,38,29,31,36,28,11.75,10.67,2.32,2,2,26362,25927,25343,1,1,1,18080,16951,17687,13859,12798,13629,4221,4153,4058,0,0,0,11,11,10,2.9,1.7,1.15,0.91,4326,89,4833,85,23,83,1272,1504,1622,933,84,16
4.9005E+11,"""490050014011""","""Logan, UT-ID""",1,1726,463,1725.09,56,68,52,24,31,23,32,37,29,12.83,3.44,2.37,2,2,28941,28481,27695,0,0,0,18787,17627,18366,14153,13065,13932,4634,4562,4434,0,0,0,7,7,7,2.8,0.4,2.19,0.27,2056,78,2252,87,38,36,1385,1199,1253,,96,4
4.9005E+11,"""490050005013""","""Logan, UT-ID""",1,1490,575,300.21,42,50,39,17,22,16,24,28,22,6.86,13.14,1.9,2,2,18663,18088,17878,1,2,1,14351,13269,14076,11362,10371,11214,2988,2897,2863,0,0,0,26,27,24,6.6,3,3.79,1.92,10099,48,21141,83,14,121,1004,854,1114,680,40,60
4.9005E+11,"""490050010011""","""Logan, UT-ID""",1,1605,523,305.41,48,58,45,21,26,20,27,32,25,8.8,15.07,2.12,2,2,21277,20805,20365,1,1,1,16090,14930,15689,12683,11598,12428,3407,3332,3261,0,0,0,19,19,18,4.1,2.7,2.31,1.71,8212,83,14423,84,13,151,977,1025,1122,734,76,24
4.9005E+11,"""490050004033""","""Logan, UT-ID""",1,1305,405,609.97,53,63,49,24,30,23,29,33,26,10.18,6.76,2.16,2,2,24029,23633,22906,1,1,1,16769,15571,16339,12922,11786,12671,3847,3785,3668,0,0,0,12,12,11,3.2,1.6,1.22,0.66,3873,88,4935,85,19,64,1031,1184,1313,483,85,15
4.9005E+11,"""490050014012""","""Logan, UT-ID""",1,1801,494,788.72,55,66,51,25,31,23,30,35,28,11.46,7.18,2.26,2,2,26569,26047,25410,1,0,0,17748,16564,17333,13494,12392,13265,4254,4172,4068,0,0,0,9,9,8,2.9,0.7,1.53,0.63,2553,88,2640,87,25,58,1082,1209,1188,1293,82,18
4.9005E+11,"""490050011023""","""Logan, UT-ID""",1,1383,459,628.42,60,72,55,29,37,27,30,36,28,10.42,7.61,2.33,2,2,24942,24791,23817,1,1,1,17918,16712,17425,13924,12741,13612,3994,3971,3813,0,0,0,15,14,13,2.3,2.3,2,0.73,7676,98,10801,84,27,75,1439,1435,1474,,98,2
4.9005E+11,"""490050009001""","""Logan, UT-ID""",1,1630,682,171,42,50,39,18,23,17,24,27,22,6.14,24.51,1.86,2,2,17397,16678,16769,3,3,3,13891,12834,13658,11105,10163,10973,2785,2671,2685,0,0,0,50,52,46,7.7,3.3,5.41,3.99,12196,35,19828,83,10,224,954,892,1261,734,36,64
4.9005E+11,"""490050014023""","""Logan, UT-ID""",1,902,319,305.77,48,58,44,21,26,19,27,32,25,9.5,9.91,2.07,2,2,23531,22972,22397,1,1,0,16124,14944,15712,12356,11265,12126,3768,3679,3586,0,0,0,10,10,9,4.4,0.7,1.22,1.04,2797,79,3111,87,13,77,928,1021,1038,967,77,23
4.9005E+11,"""490050002021""","""Logan, UT-ID""",1,914,312,225.4,46,55,42,19,23,17,27,31,25,9.53,13.19,2.05,2,2,23106,22521,21971,1,1,1,15968,14790,15565,12269,11183,12047,3700,3607,3518,0,0,0,11,11,10,5,0.9,1.94,1.38,2491,71,2872,86,14,116,940,909,1233,,80,20
4.9005E+11,"""490050010024""","""Logan, UT-ID""",1,839,360,293.79,43,51,39,17,21,16,26,30,23,7.57,9.27,1.98,2,2,19768,19339,18857,1,1,1,15025,13898,14668,11860,10800,11648,3165,3097,3019,0,0,0,21,22,19,4.9,3,3.16,1.23,9791,67,19260,83,16,83,883,841,886,783,60,40
4.9005E+11,"""490050008003""","""Logan, UT-ID""",1,791,369,166.9,29,35,27,10,12,9,20,22,18,4.26,9.42,1.55,1,2,14077,13382,13423,4,5,4,11516,10510,11298,9262,8367,9149,2254,2143,2149,0,0,0,74,80,70,8.4,3.1,3.65,2.21,13299,19,23518,83,9,153,755,481,,571,34,66
4.9005E+11,"""490050009003""","""Logan, UT-ID""",1,910,357,136.23,46,55,42,20,25,19,26,30,24,7.06,18.51,2.05,2,2,17791,17087,17145,3,3,3,15092,13956,14779,12243,11219,12034,2849,2737,2745,0,0,0,47,49,44,5.5,3.4,3.29,2.62,12113,77,21471,83,9,148,755,976,1061,888,54,46
4.9005E+11,"""490050003002""","""Logan, UT-ID""",1,1274,343,23341.79,60,73,56,26,33,25,34,40,31,14.29,0.21,2.5,2,2,31899,30906,30363,0,0,0,20036,18725,19512,14929,13775,14651,5108,4950,4862,0,0,0,4,4,3,0.7,0.1,0.43,0.01,1039,96,1068,89,148,5,2869,1295,1340,638,94,6
4.9005E+11,"""490050011013""","""Logan, UT-ID""",1,1916,688,589.59,45,53,41,19,24,18,25,29,23,7.93,9.26,1.95,2,2,19434,18736,18678,2,2,2,14789,13655,14481,11677,10654,11491,3112,3001,2991,0,0,0,39,40,36,6.5,2.7,3.29,1.17,7879,46,12555,84,16,89,1090,950,994,880,61,39
4.9005E+11,"""490050012011""","""Logan, UT-ID""",1,2205,610,879.89,59,71,54,30,37,28,29,34,26,10.56,7.32,2.21,2,2,23809,23370,22814,1,1,1,17011,15830,16596,13199,12087,12943,3812,3743,3653,0,0,0,16,16,15,2.9,2.3,1.24,0.69,5428,91,7590,84,21,68,1274,1453,1571,812,85,15
4.9005E+11,"""490050002022""","""Logan, UT-ID""",1,3235,898,2327.13,58,70,53,29,36,27,29,34,27,11.19,4.32,2.18,2,2,25562,25134,24350,1,1,1,17123,15908,16694,13030,11882,12795,4093,4026,3899,0,0,0,13,12,12,2.8,1.3,1.85,0.39,3320,76,3555,86,42,43,1441,1408,1513,919,82,18
4.9005E+11,"""490050003003""","""Logan, UT-ID""",1,2083,470,21032.19,56,67,51,25,32,24,30,35,28,11.55,0.26,2.3,2,2,25670,25263,24199,1,1,1,17881,16528,17308,13771,12482,13434,4110,4046,3875,0,0,0,16,15,15,0.5,1.5,0.46,0.02,2829,97,7831,86,151,6,3960,1240,1340,,93,7
4.9005E+11,"""490050012013""","""Logan, UT-ID""",1,1321,436,2551.89,57,68,52,27,34,26,29,34,26,10.49,1.79,2.2,2,2,24921,24475,23585,1,1,1,17141,15851,16632,13151,11931,12856,3990,3920,3776,0,0,0,12,12,11,2.1,0.9,0.72,0.17,2695,95,3106,86,38,28,1402,1346,1417,628,91,9
4.9005E+11,"""490050007013""","""Logan, UT-ID""",1,499,234,238.36,51,61,47,26,33,24,25,28,22,,,1.94,2,2,17591,17079,16668,2,3,2,14434,13228,14012,11617,10493,11343,2817,2735,2669,0,0,0,43,44,40,3.8,3.2,1.97,0.98,11626,70,16983,83,26,115,1892,1277,1588,563,70,30
4.9005E+11,"""490050005012""","""Logan, UT-ID""",1,1372,557,121.64,38,45,35,18,22,16,20,23,18,4.42,20.25,1.58,2,2,14202,13482,13572,4,5,4,11726,10714,11510,9452,8555,9336,2274,2159,2173,0,0,0,74,80,70,8.5,3,7.13,4.58,12777,19,23407,83,9,132,778,861,1125,800,30,70
4.9005E+11,"""490050005014""","""Logan, UT-ID""",1,1330,497,129.88,40,48,37,17,21,16,23,26,21,6.75,25.83,1.79,2,2,17527,17117,16625,1,2,1,13507,12442,13190,10700,9700,10528,2806,2742,2662,0,0,0,26,27,24,7.3,3.2,3.79,3.83,11205,39,22850,83,14,218,945,827,943,690,57,43
4.9005E+11,"""490050007012""","""Logan, UT-ID""",1,1820,477,295.69,52,62,48,26,32,24,26,30,23,7.92,12.77,2.04,2,2,18909,18327,18042,2,2,2,15203,13996,14761,12176,11060,11872,3028,2935,2889,0,0,0,33,34,31,4.1,3.1,2.98,1.61,8855,99,10687,83,7,223,704,1260,1264,1240,83,17
4.9005E+11,"""490050014013""","""Logan, UT-ID""",1,897,262,1301.32,53,64,49,23,28,21,30,35,28,11.6,2.34,2.25,2,2,26728,26248,25582,1,1,0,17710,16539,17318,13430,12335,13222,4280,4204,4096,0,0,0,9,9,8,2.9,0.9,1.2,0.2,2756,81,3051,86,30,44,1459,1114,1195,835,77,23
4.9005E+11,"""490050005022""","""Logan, UT-ID""",1,2022,713,513.31,41,49,38,18,23,17,22,26,21,6.42,8.91,1.75,2,2,16921,16198,16254,3,3,3,13154,12144,12969,10445,9549,10366,2709,2594,2603,0,0,0,50,53,47,8.2,2.9,6.83,1.39,10496,12,20998,83,22,98,1072,892,1080,832,24,76
4.9005E+11,"""490050010023""","""Logan, UT-ID""",1,2115,781,468.8,41,49,38,18,22,17,23,27,21,6.8,11.33,1.82,2,2,17756,16990,17090,3,3,3,13741,12656,13501,10898,9935,10764,2843,2721,2736,0,0,0,48,51,45,7.5,2.8,6.65,1.67,8925,32,15380,84,14,102,989,877,1143,731,38,62
4.9005E+11,"""490050007011""","""Logan, UT-ID""",1,1867,645,713.38,59,71,54,30,38,28,28,33,26,9.33,8.44,2.19,2,2,22322,21970,21245,1,1,1,16664,15438,16178,13090,11919,12776,3574,3519,3402,0,0,0,19,19,17,2.6,2.6,1.83,0.9,6502,99,7411,84,20,107,1118,1480,1490,1357,93,7
4.9005E+11,"""490050014022""","""Logan, UT-ID""",1,2147,553,1403.26,51,61,47,21,26,20,30,35,28,12.2,4.81,2.23,2,2,26839,26192,25720,0,0,0,17663,16499,17308,13366,12304,13190,4297,4195,4118,0,0,0,8,8,7,3.3,0.4,1.53,0.39,2426,66,3132,87,43,27,1446,1035,1238,725,63,37
4.9005E+11,"""490050004011""","""Logan, UT-ID""",1,3076,1255,656.84,42,51,39,22,27,20,20,23,19,5.61,10.72,1.58,2,2,15673,15032,14947,3,3,3,11940,10956,11751,9431,8548,9358,2509,2408,2393,0,0,0,50,53,46,8.5,3.2,4.44,1.91,9158,6,17354,83,23,65,1161,1070,944,1099,27,73
4.9005E+11,"""490050004012""","""Logan, UT-ID""",1,1821,403,732.5,64,77,59,33,42,31,30,35,28,10.74,5.91,2.36,2,2,22683,22290,21788,1,1,1,17733,16572,17317,14101,13002,13829,3632,3570,3489,0,0,0,23,23,22,2.3,3.2,1.22,0.55,8342,91,14163,83,37,64,1522,1641,1629,1719,88,12
4.9005E+11,"""490050006002""","""Logan, UT-ID""",1,1735,730,172.94,35,42,33,16,20,15,19,22,17,4.95,20.9,1.49,1,1,14071,13429,13384,3,3,3,11164,10207,10969,8911,8056,8826,2253,2151,2143,0,0,0,54,60,50,8.6,3.4,13.07,4.22,12741,12,23900,83,12,137,869,792,971,766,19,81
4.9005E+11,"""490050010022""","""Logan, UT-ID""",1,1389,333,140.5,40,47,37,17,21,16,23,26,21,6.61,15.66,1.8,2,2,16890,16109,16305,3,4,3,13452,12416,13254,10747,9836,10643,2704,2580,2611,0,0,0,59,63,56,8.2,3.2,4.95,2.37,11531,23,21311,83,9,141,767,825,966,787,33,67
4.9005E+11,"""490050004032""","""Logan, UT-ID""",1,1173,359,4071.61,51,61,47,22,27,20,29,34,27,10.71,0.94,2.21,2,2,24946,24585,23672,1,1,1,17193,15962,16744,13199,12025,12954,3994,3938,3790,0,0,0,14,14,13,2.3,1.6,2.48,0.09,3256,69,6257,85,87,12,2297,1071,1088,973,85,15
4.9005E+11,"""490050007022""","""Logan, UT-ID""",1,1326,65,247.4,55,67,51,32,40,30,23,26,21,,,1.79,2,2,16885,16175,16309,4,4,3,13421,12429,13266,10718,9839,10655,2704,2591,2611,0,0,0,64,67,60,6.1,3.3,2.55,0.26,11286,30,15706,83,49,155,1541,1572,,1572,7,93
4.9005E+11,"""490050005021""","""Logan, UT-ID""",1,4641,1507,744.7,45,54,42,21,27,20,23,27,22,6.89,13.95,1.82,2,2,17446,16692,16810,3,3,3,13669,12676,13530,10875,10003,10838,2793,2674,2691,0,0,0,47,49,44,8.7,2.5,8.52,2.02,8580,5,17654,84,18,81,1125,1052,1123,1030,30,70
4.9005E+11,"""490050012022""","""Logan, UT-ID""",1,4192,1053,2248.98,59,71,54,28,34,26,31,36,28,11.71,5.48,2.36,2,2,25905,25562,24861,1,1,1,18237,17041,17801,14089,12947,13820,4148,4094,3981,0,0,0,14,14,13,2.3,1.8,1.38,0.47,5208,91,8206,85,36,40,1640,1349,1418,,95,5
4.9005E+11,"""490050008001""","""Logan, UT-ID""",1,1729,611,79.28,36,43,33,14,18,13,22,25,20,4.99,38.43,1.73,2,2,15778,15037,15291,4,4,3,12869,11935,12782,10343,9526,10334,2526,2408,2448,0,0,0,65,69,60,8.9,3.5,8.6,7.71,12765,9,20922,83,9,202,729,688,,706,10,90
4.9005E+11,"""490050005011""","""Logan, UT-ID""",1,1307,421,121.61,36,43,33,14,17,13,23,26,21,6.18,21.39,1.8,2,2,15799,15045,15203,4,4,4,13284,12239,13058,10754,9829,10624,2530,2410,2434,0,0,0,72,76,68,8.2,3.5,4.66,3.46,12667,27,23900,83,9,242,751,664,,910,37,63
4.9005E+11,"""490050015001""","""Logan, UT-ID""",1,932,299,28464.27,63,76,58,29,36,27,34,39,31,13.97,0.15,2.41,2,2,33556,33489,31675,0,0,0,19783,18537,19201,14410,13173,14129,5373,5364,5072,0,0,0,7,7,7,0.1,0.7,0.16,0.01,1377,100,1515,87,266,7,3535,1427,1492,,96,4
4.9005E+11,"""490050002011""","""Logan, UT-ID""",1,2074,569,6098.3,56,67,51,23,29,22,33,38,30,13.24,1.24,2.39,2,2,30211,29767,28749,1,0,0,19142,17871,18643,14304,13104,14040,4837,4768,4603,0,0,0,9,9,8,0.9,0.4,1.38,0.09,1729,99,1746,87,98,12,2105,1129,1177,738,89,11
4.9005E+11,"""490050006001""","""Logan, UT-ID""",1,627,163,97,34,40,31,10,13,9,24,27,22,7.28,12.23,1.84,2,2,17883,17270,17159,2,2,2,13878,12840,13631,11015,10074,10883,2863,2766,2747,0,0,0,40,42,37,7.7,3.3,4.59,1.68,11751,29,19493,83,14,185,1004,493,,758,47,53
4.9005E+11,"""490050001011""","""Logan, UT-ID""",1,1838,535,8867.85,57,69,53,25,31,23,32,37,29,13.09,0.79,2.34,2,2,30107,29565,28643,1,0,0,18826,17577,18357,14006,12842,13771,4821,4735,4586,0,0,0,9,9,8,0.6,0.5,0.92,0.06,1427,95,2004,87,153,8,2324,1225,1338,881,76,24
4.9005E+11,"""490050003004""","""Logan, UT-ID""",1,3833,1140,1916.8,48,57,44,22,27,20,26,30,24,8.62,5.12,1.96,2,2,21575,20997,20554,1,1,1,15196,14024,14839,11742,10661,11548,3454,3363,3291,0,0,0,16,17,15,4.3,1.6,2.81,0.59,5032,61,8616,85,28,44,1331,1071,1418,669,54,46
4.9005E+11,"""490050001021""","""Logan, UT-ID""",1,835,260,24614.26,54,65,50,20,25,19,34,39,31,13.44,0.14,2.48,2,2,31972,30827,30185,0,0,0,19945,18510,19355,14826,13573,14522,5119,4937,4833,0,0,0,3,3,3,0.5,0,0.09,0.01,799,94,900,90,209,3,3484,989,1070,647,82,18
4.9005E+11,"""490050004031""","""Logan, UT-ID""",1,2225,585,726.24,58,70,53,28,35,26,30,35,27,10.9,8.78,2.31,2,2,24195,23807,23156,1,1,1,17711,16513,17252,13837,12699,13545,3874,3813,3708,0,0,0,15,15,14,2.2,2.3,1.62,0.81,5225,100,7622,84,27,69,1414,1363,1460,,93,7
4.9005E+11,"""490050007021""","""Logan, UT-ID""",1,153,64,124.65,36,43,33,16,20,15,20,23,18,5.26,2.7,1.49,1,1,16072,15397,15473,4,4,3,11510,10620,11426,8937,8153,8948,2573,2466,2477,0,0,0,63,67,59,8.8,3.2,0.8,0.51,10654,0,15136,83,62,82,2344,784,,784,0,100
4.9005E+11,"""490050008002""","""Logan, UT-ID""",1,854,386,101.13,41,49,38,17,22,16,24,27,22,5.96,22.75,1.9,2,2,15689,15006,15122,4,5,4,13850,12794,13618,11338,10391,11197,2512,2403,2421,0,0,0,78,80,74,7.8,3.5,5.48,3.82,13169,33,22944,83,11,133,853,847,1053,756,54,46
4.90111E+11,"""490111263043""","""Ogden-Clearfield, UT""",1,1990,522,251.44,52,63,59,28,35,34,24,28,26,10.31,21.41,2.23,2,2,22846,22559,21648,2,2,1,17667,16551,16109,13976,12908,12613,3659,3612,3466,31,31,29,71,71,67,3.4,3.7,2.72,2.08,8084,100,10467,83,11,165,932,1765,1765,,100,0
4.90111E+11,"""490111259061""","""Ogden-Clearfield, UT""",1,3103,1024,245.04,46,56,53,25,31,29,21,25,23,8.66,36.18,2.01,2,2,20492,20119,19450,4,4,4,15989,14982,14654,12629,11684,11467,3282,3221,3114,78,77,72,178,176,166,7.1,5,4.86,4.18,12837,66,15577,81,4,266,622,1537,1591,1373,75,25
4.90111E+11,"""490111259071""","""Ogden-Clearfield, UT""",1,2130,776,696.43,45,55,52,24,30,29,21,24,23,8.03,8.94,1.99,2,2,19887,19622,18724,2,2,2,15705,14671,14251,12479,11488,11215,3185,3142,2998,41,42,38,93,96,88,4.5,5.2,2.07,1.11,13830,74,15394,81,15,118,1031,1513,1639,1182,73,27
4.90111E+11,"""490111258051""","""Ogden-Clearfield, UT""",1,1069,488,347.47,35,42,40,16,20,19,19,22,21,6.41,9,1.85,2,2,17326,16933,16256,4,4,4,14466,13493,13221,11617,10706,10546,2775,2711,2603,73,76,72,167,175,164,7,6.5,21.18,1.4,16178,44,26533,79,12,134,1027,980,1120,871,44,56
4.90111E+11,"""490111263063""","""Ogden-Clearfield, UT""",1,2272,937,282.75,40,49,46,22,27,26,19,21,20,6.67,22.1,1.76,2,2,17327,16989,16170,3,3,3,13896,12907,12580,11062,10125,9933,2775,2720,2589,59,62,58,135,142,132,7.6,5.9,5.02,3.31,12203,44,15391,80,7,234,778,1361,1464,1172,65,35
4.90111E+11,"""490111253032""","""Ogden-Clearfield, UT""",1,3902,1214,540.32,46,56,53,23,28,27,24,28,26,10.13,22.75,2.22,2,2,23834,23492,22673,2,2,2,17801,16754,16340,13949,12958,12678,3818,3761,3630,34,34,31,78,78,72,4.2,3.7,2.6,2.25,13128,94,9958,83,9,146,852,1410,1405,1441,85,15
4.90111E+11,"""490111258053""","""Ogden-Clearfield, UT""",1,2492,766,241.19,43,53,50,22,27,26,21,25,24,8.34,26.48,2.06,2,2,19697,19354,18655,3,3,2,16106,15140,14829,12899,11989,11793,3155,3099,2987,52,52,49,119,120,112,6.1,6.4,5.3,3.18,15389,64,22567,79,10,217,801,1366,1534,1132,62,38
4.90111E+11,"""490111271005""","""Ogden-Clearfield, UT""",1,1393,427,275.44,56,68,64,33,41,39,23,27,25,9.66,14.97,2.14,2,2,22323,22029,21167,2,2,2,17059,15988,15554,13446,12423,12130,3576,3527,3389,37,38,35,86,86,80,4.2,4.5,2.11,1.55,10648,96,10823,81,7,187,772,2065,2130,,97,3
